Igehely	Kapcsolódó igehely	Kapcsolódó igehely magyar megjelenítése	Votes
Ján 12:14	Mt 21:1	Mt 21,1	7
Ján 12:14	Mt 21:7	Mt 21,7	7
Ján 12:14	Zak 9:9	Zak 9,9	14
Ján 12:14	Luk 19:29	Luk 19,29	6
Ján 12:14	Luk 19:35	Luk 19,35	6
Ján 12:14	Mk 11:1	Mk 11,1	7
Ján 12:14	Mk 11:7	Mk 11,7	7
Ján 12:15	Bír 5:10	Bír 5,10	-1
Ján 12:15	5Móz 17:16	5Móz 17,16	0
Ján 12:15	Bír 12:14	Bír 12,14	-1
Ján 12:15	Ézs 35:4	Ézs 35,4	2
Ján 12:15	Ézs 35:5	Ézs 35,5	2
Ján 12:15	1Kir 1:33	1Kir 1,33	-1
Ján 12:15	Ézs 40:9	Ézs 40,9	-1
Ján 12:15	Ézs 40:10	Ézs 40,10	-1
Ján 12:15	Zak 9:9	Zak 9,9	49
Ján 12:15	Zak 2:9	Zak 2,9	1
Ján 12:15	Zak 2:11	Zak 2,11	1
Ján 12:15	Ézs 41:14	Ézs 41,14	0
Ján 12:15	Mik 4:8	Mik 4,8	-1
Ján 12:15	Mt 2:2	Mt 2,2	1
Ján 12:15	Mt 2:6	Mt 2,6	1
Ján 12:15	Ézs 62:11	Ézs 62,11	5
Ján 12:15	Sof 3:16	Sof 3,16	2
Ján 12:15	Sof 3:17	Sof 3,17	2
Ján 12:15	2Sám 16:2	2Sám 16,2	1
Ján 12:15	2Sám 15:1	2Sám 15,1	-4
Ján 12:16	Ján 14:26	Ján 14,26	8
Ján 12:16	ApCsel 2:33	ApCsel 2,33	3
Ján 12:16	Ján 7:39	Ján 7,39	6
Ján 12:16	Luk 9:45	Luk 9,45	3
Ján 12:16	Luk 18:34	Luk 18,34	3
Ján 12:16	Ján 13:31	Ján 13,31	2
Ján 12:16	Ján 13:32	Ján 13,32	2
Ján 12:16	Ján 17:5	Ján 17,5	2
Ján 12:16	ApCsel 3:13	ApCsel 3,13	3
Ján 12:16	Zsid 12:2	Zsid 12,2	3
Ján 12:16	Mk 9:32	Mk 9,32	2
Ján 12:16	Mk 16:19	Mk 16,19	2
Ján 12:16	ApCsel 2:36	ApCsel 2,36	4
Ján 12:16	Luk 24:45	Luk 24,45	3
Ján 12:16	Ján 16:4	Ján 16,4	3
Ján 12:16	Ján 12:23	Ján 12,23	4
Ján 12:16	Luk 24:25	Luk 24,25	3
Ján 12:16	Luk 24:6	Luk 24,6	3
Ján 12:16	Luk 24:8	Luk 24,8	3
Ján 12:16	Ján 2:22	Ján 2,22	11
Ján 12:16	Zsid 8:1	Zsid 8,1	3
Ján 12:17	Ján 21:24	Ján 21,24	2
Ján 12:17	Ján 12:9	Ján 12,9	3
Ján 12:17	Ján 1:32	Ján 1,32	2
Ján 12:17	Ján 19:35	Ján 19,35	3
Ján 12:17	Ján 8:13	Ján 8,13	2
Ján 12:17	Ján 8:14	Ján 8,14	2
Ján 12:17	ApCsel 1:22	ApCsel 1,22	3
Ján 12:17	Ján 11:31	Ján 11,31	2
Ján 12:17	Ján 15:26	Ján 15,26	1
Ján 12:17	Ján 15:27	Ján 15,27	1
Ján 12:17	Ján 1:34	Ján 1,34	2
Ján 12:17	1Ján 5:9	1Ján 5,9	4
Ján 12:17	1Ján 5:12	1Ján 5,12	4
Ján 12:17	Ján 11:45	Ján 11,45	2
Ján 12:17	Ján 11:46	Ján 11,46	2
Ján 12:17	Ján 11:42	Ján 11,42	2
Ján 12:17	Jel 1:2	Jel 1,2	4
Ján 12:17	Ján 1:19	Ján 1,19	2
Ján 12:17	Ján 5:35	Ján 5,35	2
Ján 12:17	Ján 5:39	Ján 5,39	2
Ján 12:17	ApCsel 5:32	ApCsel 5,32	3
Ján 12:17	Zsolt 145:6	Zsolt 145,6	2
Ján 12:17	Zsolt 145:7	Zsolt 145,7	2
Ján 12:18	Ján 12:11	Ján 12,11	7
Ján 12:19	Mt 21:15	Mt 21,15	2
Ján 12:19	Ján 3:26	Ján 3,26	3
Ján 12:19	Luk 19:47	Luk 19,47	2
Ján 12:19	Luk 19:48	Luk 19,48	2
Ján 12:19	ApCsel 17:6	ApCsel 17,6	5
Ján 12:19	Ézs 27:6	Ézs 27,6	3
Ján 12:19	Zsolt 22:27	Zsolt 22,27	4
Ján 12:19	ApCsel 5:27	ApCsel 5,27	3
Ján 12:19	ApCsel 5:28	ApCsel 5,28	3
Ján 12:19	Ján 11:47	Ján 11,47	2
Ján 12:19	Ján 11:50	Ján 11,50	2
Ján 12:19	Zsolt 49:1	Zsolt 49,1	2
Ján 12:19	ApCsel 4:16	ApCsel 4,16	3
Ján 12:19	ApCsel 4:17	ApCsel 4,17	3
Ján 12:19	Ján 17:21	Ján 17,21	3
Ján 12:19	1Ján 2:2	1Ján 2,2	3
Ján 12:20	Ézs 66:19	Ézs 66,19	-1
Ján 12:20	Ézs 66:21	Ézs 66,21	-1
Ján 12:20	1Kir 8:41	1Kir 8,41	3
Ján 12:20	1Kir 8:43	1Kir 8,43	3
Ján 12:20	Gal 3:28	Gal 3,28	0
Ján 12:20	Róm 1:16	Róm 1,16	0
Ján 12:20	Mk 7:26	Mk 7,26	3
Ján 12:20	ApCsel 8:27	ApCsel 8,27	3
Ján 12:20	Ézs 11:10	Ézs 11,10	4
Ján 12:20	ApCsel 17:4	ApCsel 17,4	4
Ján 12:20	ApCsel 14:1	ApCsel 14,1	1
Ján 12:20	ApCsel 16:1	ApCsel 16,1	1
Ján 12:20	Gal 2:3	Gal 2,3	2
Ján 12:20	ApCsel 21:28	ApCsel 21,28	1
Ján 12:20	Ján 7:35	Ján 7,35	5
Ján 12:20	Róm 10:12	Róm 10,12	0
Ján 12:20	Ézs 60:2	Ézs 60,2	1
Ján 12:20	Ézs 60:14	Ézs 60,14	1
Ján 12:20	ApCsel 20:21	ApCsel 20,21	1
Ján 12:20	Kol 3:11	Kol 3,11	0
Ján 12:21	Ján 14:8	Ján 14,8	3
Ján 12:21	Ján 14:9	Ján 14,9	3
Ján 12:21	Ján 1:36	Ján 1,36	2
Ján 12:21	Ján 1:39	Ján 1,39	2
Ján 12:21	Ján 6:40	Ján 6,40	3
Ján 12:21	Mt 15:22	Mt 15,22	2
Ján 12:21	Mt 15:28	Mt 15,28	2
Ján 12:21	Róm 15:8	Róm 15,8	2
Ján 12:21	Róm 15:12	Róm 15,12	2
Ján 12:21	Mt 12:19	Mt 12,19	1
Ján 12:21	Mt 12:21	Mt 12,21	1
Ján 12:21	Mt 2:2	Mt 2,2	5
Ján 12:21	Mt 11:21	Mt 11,21	2
Ján 12:21	Luk 19:2	Luk 19,2	5
Ján 12:21	Luk 19:4	Luk 19,4	5
Ján 12:21	Mt 8:9	Mt 8,9	2
Ján 12:21	Mt 8:12	Mt 8,12	2
Ján 12:21	Ján 6:5	Ján 6,5	2
Ján 12:21	Ján 6:7	Ján 6,7	2
Ján 12:21	Ján 1:43	Ján 1,43	1
Ján 12:21	Ján 1:47	Ján 1,47	1
Ján 12:22	Ján 1:40	Ján 1,40	3
Ján 12:22	Ján 1:41	Ján 1,41	3
Ján 12:22	Luk 9:49	Luk 9,49	3
Ján 12:22	Luk 9:50	Luk 9,50	3
Ján 12:22	Mt 10:5	Mt 10,5	2
Ján 12:22	Ján 6:8	Ján 6,8	2
Ján 12:22	Mk 10:13	Mk 10,13	3
Ján 12:22	Mk 10:14	Mk 10,14	3
Ján 12:23	Ján 12:16	Ján 12,16	2
Ján 12:23	Ézs 55:5	Ézs 55,5	3
Ján 12:23	Mk 14:41	Mk 14,41	3
Ján 12:23	Ézs 60:9	Ézs 60,9	4
Ján 12:23	Ézs 53:10	Ézs 53,10	3
Ján 12:23	Ézs 53:12	Ézs 53,12	3
Ján 12:23	Mt 25:31	Mt 25,31	3
Ján 12:23	Ján 17:9	Ján 17,9	2
Ján 12:23	Ján 17:10	Ján 17,10	2
Ján 12:23	Ján 13:31	Ján 13,31	6
Ján 12:23	Ján 13:32	Ján 13,32	6
Ján 12:23	Ézs 49:5	Ézs 49,5	3
Ján 12:23	Ézs 49:6	Ézs 49,6	3
Ján 12:23	Ján 17:1	Ján 17,1	5
Ján 12:23	Ján 17:5	Ján 17,5	5
Ján 12:23	1Pét 2:9	1Pét 2,9	3
Ján 12:23	1Pét 2:10	1Pét 2,10	3
Ján 12:24	Zsolt 72:16	Zsolt 72,16	9
Ján 12:24	Zsolt 22:15	Zsolt 22,15	2
Ján 12:24	Zsolt 22:22	Zsolt 22,22	6
Ján 12:24	Zsolt 22:31	Zsolt 22,31	6
Ján 12:24	Ján 12:32	Ján 12,32	15
Ján 12:24	Ján 12:33	Ján 12,33	15
Ján 12:24	1Kor 15:36	1Kor 15,36	62
Ján 12:24	1Kor 15:38	1Kor 15,38	62
Ján 12:24	Jel 7:9	Jel 7,9	9
Ján 12:24	Jel 7:17	Jel 7,17	9
Ján 12:24	Ézs 53:10	Ézs 53,10	24
Ján 12:24	Ézs 53:12	Ézs 53,12	24
Ján 12:24	Zsid 2:9	Zsid 2,9	17
Ján 12:24	Zsid 2:10	Zsid 2,10	17
Ján 12:25	Préd 2:17	Préd 2,17	4
Ján 12:25	Mt 10:39	Mt 10,39	29
Ján 12:25	Jel 12:11	Jel 12,11	11
Ján 12:25	Luk 9:23	Luk 9,23	23
Ján 12:25	Luk 9:24	Luk 9,24	23
Ján 12:25	Luk 17:33	Luk 17,33	23
Ján 12:25	Mk 8:35	Mk 8,35	24
Ján 12:25	1Móz 29:30	1Móz 29,30	-4
Ján 12:25	1Móz 29:33	1Móz 29,33	-4
Ján 12:25	Mt 19:29	Mt 19,29	11
Ján 12:25	ApCsel 21:13	ApCsel 21,13	3
Ján 12:25	Mt 16:25	Mt 16,25	20
Ján 12:25	ApCsel 20:24	ApCsel 20,24	10
Ján 12:25	Luk 14:26	Luk 14,26	15
Ján 12:25	Zsid 11:35	Zsid 11,35	-6
Ján 12:26	Mk 8:34	Mk 8,34	3
Ján 12:26	Róm 14:18	Róm 14,18	5
Ján 12:26	2Kor 5:8	2Kor 5,8	6
Ján 12:26	1Thessz 4:17	1Thessz 4,17	6
Ján 12:26	1Thessz 4:18	1Thessz 4,18	6
Ján 12:26	Ján 14:21	Ján 14,21	3
Ján 12:26	Ján 14:23	Ján 14,23	3
Ján 12:26	Ján 14:3	Ján 14,3	4
Ján 12:26	Mt 16:24	Mt 16,24	3
Ján 12:26	2Kor 4:5	2Kor 4,5	5
Ján 12:26	Zsolt 17:15	Zsolt 17,15	4
Ján 12:26	Ján 14:15	Ján 14,15	3
Ján 12:26	Ján 10:27	Ján 10,27	9
Ján 12:26	Kol 3:24	Kol 3,24	16
Ján 12:26	Gal 1:10	Gal 1,10	15
Ján 12:26	Ef 5:1	Ef 5,1	4
Ján 12:26	Ef 5:2	Ef 5,2	4
Ján 12:26	Luk 6:46	Luk 6,46	5
Ján 12:26	Zsolt 91:15	Zsolt 91,15	5
Ján 12:26	Ján 17:24	Ján 17,24	9
Ján 12:26	4Móz 14:24	4Móz 14,24	4
Ján 12:26	Kol 4:12	Kol 4,12	3
Ján 12:26	Ján 21:22	Ján 21,22	3
Ján 12:26	Júd 1:1	Júd 1,1	6
Ján 12:26	Luk 9:23	Luk 9,23	4
Ján 12:26	Fil 1:23	Fil 1,23	4
Ján 12:26	4Móz 32:11	4Móz 32,11	3
Ján 12:26	1Ján 5:3	1Ján 5,3	7
Ján 12:26	2Pét 1:1	2Pét 1,1	5
Ján 12:26	Péld 27:18	Péld 27,18	5
Ján 12:26	Róm 1:1	Róm 1,1	9
Ján 12:26	Ján 15:20	Ján 15,20	5
Ján 12:26	Mt 25:21	Mt 25,21	4
Ján 12:26	Ján 13:16	Ján 13,16	4
Ján 12:26	Jel 14:4	Jel 14,4	3
Ján 12:26	1Sám 2:30	1Sám 2,30	15
Ján 12:27	Ján 11:41	Ján 11,41	1
Ján 12:27	Ján 11:33	Ján 11,33	1
Ján 12:27	Ján 11:35	Ján 11,35	1
Ján 12:27	Ján 12:23	Ján 12,23	7
Ján 12:27	Luk 22:53	Luk 22,53	3
Ján 12:27	Ján 13:21	Ján 13,21	5
Ján 12:27	Zsid 2:14	Zsid 2,14	4
Ján 12:27	Mt 26:38	Mt 26,38	4
Ján 12:27	Mt 26:39	Mt 26,39	4
Ján 12:27	Ézs 38:15	Ézs 38,15	5
Ján 12:27	Mt 26:53	Mt 26,53	3
Ján 12:27	Mt 26:54	Mt 26,54	3
Ján 12:27	Mk 14:33	Mk 14,33	3
Ján 12:27	Mk 14:36	Mk 14,36	3
Ján 12:27	Luk 12:49	Luk 12,49	2
Ján 12:27	Luk 12:50	Luk 12,50	2
Ján 12:27	Ézs 53:3	Ézs 53,3	2
Ján 12:27	Luk 22:44	Luk 22,44	4
Ján 12:27	1Tim 1:15	1Tim 1,15	1
Ján 12:27	Zsolt 69:1	Zsolt 69,1	4
Ján 12:27	Zsolt 69:3	Zsolt 69,3	4
Ján 12:27	Mt 26:42	Mt 26,42	5
Ján 12:27	Ján 18:37	Ján 18,37	3
Ján 12:27	Zsolt 88:3	Zsolt 88,3	3
Ján 12:27	Zsid 10:5	Zsid 10,5	3
Ján 12:27	Zsid 10:9	Zsid 10,9	3
Ján 12:27	Zsid 5:7	Zsid 5,7	5
Ján 12:27	Mt 11:25	Mt 11,25	1
Ján 12:28	Ján 18:11	Ján 18,11	3
Ján 12:28	Luk 9:35	Luk 9,35	3
Ján 12:28	Ef 2:7	Ef 2,7	3
Ján 12:28	Ján 9:3	Ján 9,3	3
Ján 12:28	Ef 3:10	Ef 3,10	3
Ján 12:28	Ézs 49:3	Ézs 49,3	4
Ján 12:28	Ézs 49:7	Ézs 49,7	4
Ján 12:28	Mk 9:7	Mk 9,7	3
Ján 12:28	Mt 26:42	Mt 26,42	8
Ján 12:28	Ján 13:31	Ján 13,31	9
Ján 12:28	Ján 13:32	Ján 13,32	9
Ján 12:28	Mt 3:17	Mt 3,17	4
Ján 12:28	Mk 14:36	Mk 14,36	3
Ján 12:28	Ján 11:4	Ján 11,4	3
Ján 12:28	Jel 5:9	Jel 5,9	7
Ján 12:28	Jel 5:14	Jel 5,14	7
Ján 12:28	Ján 11:40	Ján 11,40	6
Ján 12:28	Ján 11:44	Ján 11,44	6
Ján 12:28	2Pét 1:17	2Pét 1,17	3
Ján 12:28	Luk 3:22	Luk 3,22	3
Ján 12:28	Mt 17:5	Mt 17,5	4
Ján 12:28	Mk 1:11	Mk 1,11	3
Ján 12:28	Fil 1:6	Fil 1,6	4
Ján 12:28	Fil 1:11	Fil 1,11	4
Ján 12:28	Ef 3:21	Ef 3,21	3
Ján 12:29	Jób 37:2	Jób 37,2	4
Ján 12:29	Jób 37:5	Jób 37,5	4
Ján 12:29	Jób 40:9	Jób 40,9	2
Ján 12:29	Jel 11:19	Jel 11,19	2
Ján 12:29	2Móz 19:16	2Móz 19,16	2
Ján 12:29	Jel 8:5	Jel 8,5	2
Ján 12:29	Jel 6:1	Jel 6,1	2
Ján 12:29	Jel 14:2	Jel 14,2	3
Ján 12:29	2Móz 20:18	2Móz 20,18	2
Ján 12:29	Ez 10:5	Ez 10,5	2
Ján 12:29	Jel 18:1	Jel 18,1	2
Ján 12:29	Jel 18:2	Jel 18,2	2
Ján 12:29	ApCsel 23:8	ApCsel 23,8	2
Ján 12:29	ApCsel 23:9	ApCsel 23,9	2
Ján 12:30	Ján 5:34	Ján 5,34	1
Ján 12:30	Ján 11:42	Ján 11,42	6
Ján 12:30	Ján 11:15	Ján 11,15	2
Ján 12:30	2Kor 8:9	2Kor 8,9	1
Ján 12:31	Jel 20:2	Jel 20,2	9
Ján 12:31	Jel 20:3	Jel 20,3	9
Ján 12:31	Ef 2:1	Ef 2,1	6
Ján 12:31	Ef 2:2	Ef 2,2	6
Ján 12:31	1Móz 3:15	1Móz 3,15	4
Ján 12:31	1Ján 3:8	1Ján 3,8	14
Ján 12:31	1Ján 5:19	1Ján 5,19	14
Ján 12:31	Ézs 49:24	Ézs 49,24	2
Ján 12:31	ApCsel 26:18	ApCsel 26,18	3
Ján 12:31	Mt 12:28	Mt 12,28	5
Ján 12:31	Luk 10:17	Luk 10,17	3
Ján 12:31	Luk 10:19	Luk 10,19	3
Ján 12:31	Jel 12:9	Jel 12,9	8
Ján 12:31	Jel 12:11	Jel 12,11	8
Ján 12:31	1Ján 4:4	1Ján 4,4	8
Ján 12:31	Ján 16:8	Ján 16,8	9
Ján 12:31	Ján 16:11	Ján 16,11	9
Ján 12:31	Kol 2:15	Kol 2,15	9
Ján 12:31	Ján 5:22	Ján 5,22	2
Ján 12:31	Ján 5:27	Ján 5,27	2
Ján 12:31	Ján 14:30	Ján 14,30	12
Ján 12:31	2Kor 4:4	2Kor 4,4	21
Ján 12:31	Ef 6:12	Ef 6,12	12
Ján 12:31	Zsid 2:14	Zsid 2,14	9
Ján 12:32	Ján 12:34	Ján 12,34	4
Ján 12:32	Hós 11:4	Hós 11,4	8
Ján 12:32	1Pét 2:24	1Pét 2,24	13
Ján 12:32	Zsolt 22:16	Zsolt 22,16	5
Ján 12:32	Zsolt 22:18	Zsolt 22,18	5
Ján 12:32	Ján 19:17	Ján 19,17	6
Ján 12:32	5Móz 21:22	5Móz 21,22	6
Ján 12:32	5Móz 21:23	5Móz 21,23	6
Ján 12:32	Ján 1:7	Ján 1,7	10
Ján 12:32	Én 1:4	Én 1,4	2
Ján 12:32	Ján 3:14	Ján 3,14	22
Ján 12:32	Ján 6:44	Ján 6,44	10
Ján 12:32	1Ján 2:2	1Ján 2,2	11
Ján 12:32	2Sám 18:9	2Sám 18,9	2
Ján 12:32	Gal 3:13	Gal 3,13	9
Ján 12:32	Zsid 2:9	Zsid 2,9	9
Ján 12:32	1Pét 3:18	1Pét 3,18	7
Ján 12:32	1Tim 2:6	1Tim 2,6	11
Ján 12:32	Ézs 49:6	Ézs 49,6	6
Ján 12:32	Jel 5:9	Jel 5,9	7
Ján 12:32	Róm 5:17	Róm 5,17	8
Ján 12:32	Róm 5:19	Róm 5,19	8
Ján 12:32	Ján 8:28	Ján 8,28	23
Ján 12:33	Ján 21:19	Ján 21,19	4
Ján 12:33	Ján 18:32	Ján 18,32	6
Ján 12:34	Mt 8:20	Mt 8,20	3
Ján 12:34	Mt 21:10	Mt 21,10	3
Ján 12:34	Zsolt 72:7	Zsolt 72,7	5
Ján 12:34	Ján 12:32	Ján 12,32	4
Ján 12:34	Ján 10:34	Ján 10,34	4
Ján 12:34	Mt 22:42	Mt 22,42	4
Ján 12:34	Mt 22:45	Mt 22,45	4
Ján 12:34	Róm 3:19	Róm 3,19	4
Ján 12:34	Dán 7:14	Dán 7,14	12
Ján 12:34	Ján 3:14	Ján 3,14	9
Ján 12:34	Ján 3:16	Ján 3,16	9
Ján 12:34	Ján 8:53	Ján 8,53	4
Ján 12:34	Ján 8:58	Ján 8,58	4
Ján 12:34	Dán 7:27	Dán 7,27	9
Ján 12:34	Zsolt 72:17	Zsolt 72,17	4
Ján 12:34	Zsolt 72:19	Zsolt 72,19	4
Ján 12:34	Ézs 9:7	Ézs 9,7	16
Ján 12:34	Dán 2:44	Dán 2,44	9
Ján 12:34	Zsolt 89:36	Zsolt 89,36	5
Ján 12:34	Zsolt 89:37	Zsolt 89,37	5
Ján 12:34	Mt 16:13	Mt 16,13	3
Ján 12:34	Ez 37:24	Ez 37,24	18
Ján 12:34	Ez 37:25	Ez 37,25	18
Ján 12:34	Ézs 53:8	Ézs 53,8	4
Ján 12:34	Ján 5:25	Ján 5,25	5
Ján 12:34	Ján 5:27	Ján 5,27	5
Ján 12:34	2Sám 7:13	2Sám 7,13	8
Ján 12:34	Róm 5:18	Róm 5,18	5
Ján 12:34	Mik 4:7	Mik 4,7	5
Ján 12:34	Ján 15:25	Ján 15,25	4
Ján 12:34	Zsolt 110:4	Zsolt 110,4	10
Ján 12:35	Ján 9:4	Ján 9,4	6
Ján 12:35	Ján 9:5	Ján 9,5	6
Ján 12:35	1Ján 2:8	1Ján 2,8	3
Ján 12:35	1Ján 2:11	1Ján 2,11	3
Ján 12:35	Róm 13:12	Róm 13,12	2
Ján 12:35	Róm 13:14	Róm 13,14	2
Ján 12:35	Ján 12:39	Ján 12,39	4
Ján 12:35	Ján 12:40	Ján 12,40	4
Ján 12:35	Ézs 42:6	Ézs 42,6	3
Ján 12:35	Ézs 42:7	Ézs 42,7	3
Ján 12:35	Ján 8:12	Ján 8,12	9
Ján 12:35	Róm 11:7	Róm 11,7	3
Ján 12:35	Róm 11:10	Róm 11,10	3
Ján 12:35	Ján 1:5	Ján 1,5	4
Ján 12:35	Ján 1:9	Ján 1,9	4
Ján 12:35	Péld 4:19	Péld 4,19	1
Ján 12:35	Ef 5:14	Ef 5,14	2
Ján 12:35	Ef 5:15	Ef 5,15	2
Ján 12:35	Zsid 3:7	Zsid 3,7	-1
Ján 12:35	Zsid 3:8	Zsid 3,8	-1
Ján 12:35	Ján 7:33	Ján 7,33	5
Ján 12:35	Ján 11:10	Ján 11,10	7
Ján 12:35	2Kor 3:14	2Kor 3,14	2
Ján 12:35	Jer 13:16	Jer 13,16	6
Ján 12:35	Jer 13:17	Jer 13,17	6
Ján 12:35	1Thessz 5:5	1Thessz 5,5	4
Ján 12:35	1Thessz 5:8	1Thessz 5,8	4
Ján 12:35	1Ján 1:6	1Ján 1,6	10
Ján 12:35	1Ján 1:7	1Ján 1,7	10
Ján 12:35	Ef 5:8	Ef 5,8	10
Ján 12:35	Ján 12:36	Ján 12,36	6
Ján 12:35	Ján 12:46	Ján 12,46	14
Ján 12:35	Ézs 2:5	Ézs 2,5	5
Ján 12:35	Ján 16:16	Ján 16,16	11
Ján 12:35	Zsolt 69:22	Zsolt 69,22	2
Ján 12:35	Zsolt 69:28	Zsolt 69,28	2
Ján 12:36	ApCsel 13:47	ApCsel 13,47	5
Ján 12:36	ApCsel 13:48	ApCsel 13,48	5
Ján 12:36	Ézs 60:1	Ézs 60,1	3
Ján 12:36	1Thessz 5:8	1Thessz 5,8	2
Ján 12:36	Ján 11:54	Ján 11,54	2
Ján 12:36	Ján 1:7	Ján 1,7	4
Ján 12:36	1Ján 2:9	1Ján 2,9	2
Ján 12:36	1Ján 2:11	1Ján 2,11	2
Ján 12:36	Luk 16:8	Luk 16,8	4
Ján 12:36	Ef 5:8	Ef 5,8	7
Ján 12:36	Ján 3:21	Ján 3,21	2
Ján 12:36	Mt 21:17	Mt 21,17	2
Ján 12:36	Ján 8:59	Ján 8,59	5
Ján 12:36	Ján 10:39	Ján 10,39	2
Ján 12:36	Ján 10:40	Ján 10,40	2
Ján 12:36	1Thessz 5:5	1Thessz 5,5	5
Ján 12:37	Ján 1:11	Ján 1,11	4
Ján 12:37	Ján 15:24	Ján 15,24	4
Ján 12:37	Ján 11:42	Ján 11,42	3
Ján 12:37	Luk 16:31	Luk 16,31	5
Ján 12:37	Mt 11:20	Mt 11,20	3
Ján 12:38	2Krón 32:20	2Krón 32,20	3
Ján 12:38	Róm 10:16	Róm 10,16	12
Ján 12:38	Róm 10:20	Róm 10,20	5
Ján 12:38	Ján 15:25	Ján 15,25	2
Ján 12:38	ApCsel 13:27	ApCsel 13,27	3
Ján 12:38	ApCsel 13:29	ApCsel 13,29	3
Ján 12:38	1Kor 1:24	1Kor 1,24	4
Ján 12:38	Mt 16:17	Mt 16,17	3
Ján 12:38	2Kor 4:3	2Kor 4,3	4
Ján 12:38	2Kor 4:6	2Kor 4,6	4
Ján 12:38	Mt 15:7	Mt 15,7	2
Ján 12:38	Ézs 51:5	Ézs 51,5	2
Ján 12:38	Ján 17:12	Ján 17,12	2
Ján 12:38	Zsolt 44:3	Zsolt 44,3	3
Ján 12:38	Ézs 51:9	Ézs 51,9	2
Ján 12:38	Ézs 53:1	Ézs 53,1	28
Ján 12:38	Ef 1:17	Ef 1,17	2
Ján 12:38	Ef 1:20	Ef 1,20	2
Ján 12:38	Ján 19:24	Ján 19,24	2
Ján 12:38	2Kor 3:14	2Kor 3,14	3
Ján 12:38	2Kor 3:18	2Kor 3,18	3
Ján 12:38	ApCsel 8:28	ApCsel 8,28	3
Ján 12:38	ApCsel 8:30	ApCsel 8,30	3
Ján 12:38	Gal 1:16	Gal 1,16	3
Ján 12:38	Mt 27:35	Mt 27,35	1
Ján 12:38	Ján 19:36	Ján 19,36	2
Ján 12:38	Ján 19:37	Ján 19,37	2
Ján 12:38	Ézs 40:10	Ézs 40,10	2
Ján 12:38	Ézs 40:11	Ézs 40,11	2
Ján 12:39	Ján 5:44	Ján 5,44	3
Ján 12:39	Ézs 6:9	Ézs 6,9	3
Ján 12:39	Ézs 6:10	Ézs 6,10	3
Ján 12:39	2Pét 2:14	2Pét 2,14	3
Ján 12:39	Ján 6:44	Ján 6,44	2
Ján 12:39	Ézs 44:18	Ézs 44,18	1
Ján 12:39	Ézs 44:20	Ézs 44,20	1
Ján 12:39	Ján 10:38	Ján 10,38	3
Ján 12:40	5Móz 29:4	5Móz 29,4	7
Ján 12:40	Mk 4:12	Mk 4,12	12
Ján 12:40	Róm 11:7	Róm 11,7	7
Ján 12:40	Róm 11:11	Róm 11,11	7
Ján 12:40	Mk 8:17	Mk 8,17	7
Ján 12:40	Mk 8:18	Mk 8,18	7
Ján 12:40	Jer 3:22	Jer 3,22	7
Ján 12:40	Zsolt 41:4	Zsolt 41,4	7
Ján 12:40	Luk 8:10	Luk 8,10	16
Ján 12:40	ApCsel 15:3	ApCsel 15,3	5
Ján 12:40	Ján 9:39	Ján 9,39	7
Ján 12:40	Ézs 42:19	Ézs 42,19	6
Ján 12:40	Ézs 42:20	Ézs 42,20	6
Ján 12:40	Luk 4:18	Luk 4,18	7
Ján 12:40	Ézs 6:10	Ézs 6,10	48
Ján 12:40	Ézs 57:18	Ézs 57,18	9
Ján 12:40	Ézs 57:19	Ézs 57,19	9
Ján 12:40	ApCsel 3:19	ApCsel 3,19	7
Ján 12:40	Jer 5:21	Jer 5,21	6
Ján 12:40	Ézs 53:5	Ézs 53,5	5
Ján 12:40	Jak 5:19	Jak 5,19	5
Ján 12:40	Jak 5:20	Jak 5,20	5
Ján 12:40	2Móz 14:8	2Móz 14,8	5
Ján 12:40	Zsolt 6:2	Zsolt 6,2	7
Ján 12:40	Róm 9:18	Róm 9,18	6
Ján 12:40	1Kir 22:20	1Kir 22,20	3
Ján 12:40	Józs 11:20	Józs 11,20	7
Ján 12:40	Ézs 26:11	Ézs 26,11	5
Ján 12:40	Ézs 29:10	Ézs 29,10	8
Ján 12:40	Ez 12:2	Ez 12,2	7
Ján 12:40	Hós 6:1	Hós 6,1	7
Ján 12:40	Zsolt 135:10	Zsolt 135,10	3
Ján 12:40	Zsolt 135:18	Zsolt 135,18	3
Ján 12:40	Mk 6:52	Mk 6,52	5
Ján 12:40	2Móz 4:21	2Móz 4,21	5
Ján 12:40	Mt 13:13	Mt 13,13	22
Ján 12:40	Mt 13:15	Mt 13,15	22
Ján 12:40	Mt 15:14	Mt 15,14	6
Ján 12:40	Ez 14:9	Ez 14,9	6
Ján 12:40	2Móz 14:4	2Móz 14,4	5
Ján 12:40	Hós 14:4	Hós 14,4	7
Ján 12:40	ApCsel 28:26	ApCsel 28,26	6
Ján 12:40	2Móz 7:13	2Móz 7,13	5
Ján 12:40	2Móz 7:3	2Móz 7,3	5
Ján 12:40	Zsolt 147:3	Zsolt 147,3	7
Ján 12:40	2Móz 14:17	2Móz 14,17	5
Ján 12:41	Ján 1:18	Ján 1,18	3
Ján 12:41	Ján 5:39	Ján 5,39	3
Ján 12:41	Ézs 6:1	Ézs 6,1	8
Ján 12:41	Ézs 6:5	Ézs 6,5	8
Ján 12:41	Ján 14:9	Ján 14,9	2
Ján 12:41	Ézs 6:9	Ézs 6,9	6
