Igehely	Strong-szám	Görög szóalak	Morfológiai kód
Zsolt 109:14	G2532	και	CONJ
Zsolt 109:14	G3588	η	T-NSF
Zsolt 109:14	G0266	αμαρτια	N-NSF
Zsolt 109:14	G3588	της	T-GSF
Zsolt 109:14	G3384	μητρος	N-GSF
Zsolt 109:14	G0846	αυτου	D-GSM
Zsolt 109:14	G3165	μη	ADV
Zsolt 109:14	G1813	εξαλειφθειη	V-APO-3S
Zsolt 109:15	G1096	γενηθητωσαν	V-APD-3P
Zsolt 109:15	G1725	εναντι	PREP
Zsolt 109:15	G2962	κυριου	N-GSM
Zsolt 109:15	G1223	δια	PREP
Zsolt 109:15	G3956	παντος	A-GSM
Zsolt 109:15	G2532	και	CONJ
Zsolt 109:15	G1537	εκ	PREP
Zsolt 109:15	G1065	γης	N-GSF
Zsolt 109:15	G3588	το	T-NSN
Zsolt 109:15	G3422	μνημοσυνον	N-NSN
Zsolt 109:15	G0846	αυτων	D-GPM
Zsolt 109:16	G0473	ανθ	PREP
Zsolt 109:16	G3739	ων	R-GPM
Zsolt 109:16	G3364	ουκ	ADV
Zsolt 109:16	G3403	εμνησθη	V-AAI-3S
Zsolt 109:16	G3588	του	T-GSN
Zsolt 109:16	G4160	ποιησαι	V-AAN
Zsolt 109:16	G1656	ελεος	N-ASN
Zsolt 109:16	G2532	και	CONJ
Zsolt 109:16	G2614	κατεδιωξεν	V-AAI-3S
Zsolt 109:16	G0444	ανθρωπον	N-ASM
Zsolt 109:16	G3993	πενητα	N-ASM
Zsolt 109:16	G2532	και	CONJ
Zsolt 109:16	G4434	πτωχον	N-ASM
Zsolt 109:16	G2532	και	CONJ
Zsolt 109:16	G2660	κατανενυγμενον	V-RMPAS
Zsolt 109:16	G3588	τη	T-DSF
Zsolt 109:16	G2588	καρδια	N-DSF
Zsolt 109:16	G3588	του	T-GSN
Zsolt 109:16	G2289	θανατωσαι	V-AAN
Zsolt 109:17	G2532	και	CONJ
Zsolt 109:17	G0025	ηγαπησεν	V-AAI-3S
Zsolt 109:17	G2671	καταραν	N-ASF
Zsolt 109:17	G2532	και	CONJ
Zsolt 109:17	G1854	ηξει	V-FAI-3S
Zsolt 109:17	G0846	αυτω	D-DSM
Zsolt 109:17	G2532	και	CONJ
Zsolt 109:17	G3364	ουκ	ADV
Zsolt 109:17	G2309	ηθελησεν	V-AAI-3S
Zsolt 109:17	G2129	ευλογιαν	N-ASF
Zsolt 109:17	G2532	και	CONJ
Zsolt 109:17	G0575	απ	PREP
Zsolt 109:17	G0846	αυτου	D-GSM
Zsolt 109:18	G2532	και	CONJ
Zsolt 109:18	G1746	ενεδυσατο	V-AMI-3S
Zsolt 109:18	G2671	καταραν	N-ASF
Zsolt 109:18	G3739	ως	PRT
Zsolt 109:18	G2440	ιματιον	N-ASN
Zsolt 109:18	G2532	και	CONJ
Zsolt 109:18	G1525	εισηλθεν	V-AAI-3S
Zsolt 109:18	G3739	ως	PRT
Zsolt 109:18	G5204	υδωρ	N-NSN
Zsolt 109:18	G1519	εις	PREP
Zsolt 109:18	G3588	τα	T-ASN
Zsolt 109:18	G0846	αυτου	D-GSM
Zsolt 109:18	G2532	και	CONJ
Zsolt 109:18	G5616	ωσει	PRT
Zsolt 109:18	G1637	ελαιον	N-ASN
Zsolt 109:18	G1722	εν	PREP
Zsolt 109:18	G3588	τοις	T-DPN
Zsolt 109:18	G3747	οστεοις	N-DPN
Zsolt 109:18	G0846	αυτου	D-GSM
Zsolt 109:19	G1096	γενηθητω	V-APD-3S
Zsolt 109:19	G0846	αυτω	D-DSM
Zsolt 109:19	G3739	ως	PRT
Zsolt 109:19	G2440	ιματιον	N-ASN
Zsolt 109:19	G3739	ο	R-ASN
Zsolt 109:19	G4016	περιβαλλεται	V-PMI-3S
Zsolt 109:19	G2532	και	CONJ
Zsolt 109:19	G5616	ωσει	PRT
Zsolt 109:19	G2223	ζωνη	N-NSF
Zsolt 109:19	G3739	ην	R-ASF
Zsolt 109:19	G1223	δια	PREP
Zsolt 109:19	G3956	παντος	A-GSM
Zsolt 109:19	G4024	περιζωννυται	V-PMI-3S
Zsolt 109:20	G3778	τουτο	D-ASN
Zsolt 109:20	G3588	το	T-ASN
Zsolt 109:20	G2041	εργον	N-ASN
Zsolt 109:20	G3588	των	T-GPM
Zsolt 109:20	G1473	με	P-AS
Zsolt 109:20	G3844	παρα	PREP
Zsolt 109:20	G2962	κυριου	N-GSM
Zsolt 109:20	G2532	και	CONJ
Zsolt 109:20	G3588	των	T-GPM
Zsolt 109:20	G2980	λαλουντων	V-PAPGP
Zsolt 109:20	G4190	πονηρα	A-APN
Zsolt 109:20	G2596	κατα	PREP
Zsolt 109:20	G3588	της	T-GSF
Zsolt 109:20	G5590	ψυχης	N-GSF
Zsolt 109:20	G1473	μου	P-GS
Zsolt 109:21	G2532	και	CONJ
Zsolt 109:21	G4771	συ	P-NS
Zsolt 109:21	G2962	κυριε	N-VSM
Zsolt 109:21	G2962	κυριε	N-VSM
Zsolt 109:21	G4160	ποιησον	V-AAD-2S
Zsolt 109:21	G3326	μετ	PREP
Zsolt 109:21	G1473	εμου	P-GS
Zsolt 109:21	G1656	ελεος	N-ASN
Zsolt 109:21	G3588	του	T-GSN
Zsolt 109:21	G3686	ονοματος	N-GSN
Zsolt 109:21	G4771	σου	P-GS
Zsolt 109:21	G3754	οτι	CONJ
Zsolt 109:21	G5543	χρηστον	A-NSN
Zsolt 109:21	G3588	το	T-NSN
Zsolt 109:21	G1656	ελεος	N-NSN
Zsolt 109:21	G4771	σου	P-GS
Zsolt 109:22	G1473	με	P-AS
Zsolt 109:22	G3754	οτι	CONJ
Zsolt 109:22	G4434	πτωχος	N-NSM
Zsolt 109:22	G2532	και	CONJ
Zsolt 109:22	G3993	πενης	N-NSM
Zsolt 109:22	G1473	εγω	P-NS
Zsolt 109:22	G1510	ειμι	V-PAI-1S
Zsolt 109:22	G2532	και	CONJ
Zsolt 109:22	G3588	η	T-NSF
Zsolt 109:22	G2588	καρδια	N-NSF
Zsolt 109:22	G1473	μου	P-GS
Zsolt 109:22	G1787	εντος	ADV
Zsolt 109:22	G1473	μου	P-GS
Zsolt 109:23	G5616	ωσει	PRT
Zsolt 109:23	G4639	σκια	N-NSF
Zsolt 109:23	G1722	εν	PREP
Zsolt 109:23	G3588	τω	T-DSN
Zsolt 109:23	G1578	εκκλιναι	V-AAN
Zsolt 109:23	G0846	αυτην	D-ASF
Zsolt 109:23	G1621	εξετιναχθην	V-API-1S
Zsolt 109:23	G5616	ωσει	PRT
Zsolt 109:23	G0200	ακριδες	N-NPF
Zsolt 109:24	G3588	τα	T-APN
Zsolt 109:24	G1119	γονατα	N-APN
Zsolt 109:24	G1473	μου	P-GS
Zsolt 109:24	G0770	ησθενησαν	V-AAI-3P
Zsolt 109:24	G0575	απο	PREP
Zsolt 109:24	G3521	νηστειας	N-GSF
Zsolt 109:24	G2532	και	CONJ
Zsolt 109:24	G3588	η	T-NSF
Zsolt 109:24	G4561	σαρξ	N-NSF
Zsolt 109:24	G1473	μου	P-GS
Zsolt 109:24	G1223	δι	PREP
Zsolt 109:25	G2532	και	CONJ
Zsolt 109:25	G1473	εγω	P-NS
Zsolt 109:25	G1096	εγενηθην	V-API-1S
Zsolt 109:25	G3681	ονειδος	N-NSN
Zsolt 109:25	G0846	αυτοις	D-DPM
Zsolt 109:25	G3708	ειδοσαν	V-AAI-3P
Zsolt 109:25	G1473	με	P-AS
Zsolt 109:25	G4531	εσαλευσαν	V-AAI-3P
Zsolt 109:25	G2776	κεφαλας	N-APF
Zsolt 109:25	G0846	αυτων	D-GPM
Zsolt 109:26	G0997	βοηθησον	V-AAD-2S
Zsolt 109:26	G1473	μοι	P-DS
Zsolt 109:26	G2962	κυριε	N-VSM
Zsolt 109:26	G3588	ο	T-NSM
Zsolt 109:26	G2316	θεος	N-NSM
Zsolt 109:26	G1473	μου	P-GS
Zsolt 109:26	G4982	σωσον	V-AAD-2S
Zsolt 109:26	G1473	με	P-AS
Zsolt 109:26	G2596	κατα	PREP
Zsolt 109:26	G3588	το	T-ASN
Zsolt 109:26	G1656	ελεος	N-ASN
Zsolt 109:26	G4771	σου	P-GS
Zsolt 109:27	G2532	και	CONJ
Zsolt 109:27	G1097	γνωτωσαν	V-AAD-3P
Zsolt 109:27	G3754	οτι	CONJ
Zsolt 109:27	G3588	η	T-NSF
Zsolt 109:27	G5495	χειρ	N-NSF
Zsolt 109:27	G4771	σου	P-GS
Zsolt 109:27	G3778	αυτη	D-NSF
Zsolt 109:27	G2532	και	CONJ
Zsolt 109:27	G4771	συ	P-NS
Zsolt 109:27	G2962	κυριε	N-VSM
Zsolt 109:27	G4160	εποιησας	V-AAI-2S
Zsolt 109:27	G0846	αυτην	D-ASF
Zsolt 109:28	G0846	αυτοι	D-NPM
Zsolt 109:28	G2532	και	CONJ
Zsolt 109:28	G4771	συ	P-NS
Zsolt 109:28	G2127	ευλογησεις	V-FAI-2S
Zsolt 109:28	G3588	οι	T-NPM
Zsolt 109:28	G1473	μοι	P-DS
Zsolt 109:28	G0153	αισχυνθητωσαν	V-APD-3P
Zsolt 109:28	G3588	ο	T-NSM
Zsolt 109:28	G1161	δε	PRT
Zsolt 109:28	G1401	δουλος	N-NSM
Zsolt 109:28	G4771	σου	P-GS
Zsolt 109:28	G2165	ευφρανθησεται	V-FPI-3S
Zsolt 109:29	G1746	ενδυσασθωσαν	V-AMD-3P
Zsolt 109:29	G3588	οι	T-NPM
Zsolt 109:29	G1473	με	P-AS
Zsolt 109:29	G1791	εντροπην	N-ASF
Zsolt 109:29	G2532	και	CONJ
Zsolt 109:29	G4016	περιβαλεσθωσαν	V-AMD-3P
Zsolt 109:29	G5616	ωσει	PRT
Zsolt 109:29	G0152	αισχυνην	N-ASF
Zsolt 109:29	G0846	αυτων	D-GPM
Zsolt 109:30	G1843	εξομολογησομαι	V-FMI-1S
Zsolt 109:30	G3588	τω	T-DSM
Zsolt 109:30	G2962	κυριω	N-DSM
Zsolt 109:30	G4970	σφοδρα	ADV
Zsolt 109:30	G1722	εν	PREP
Zsolt 109:30	G3588	τω	T-DSN
Zsolt 109:30	G4750	στοματι	N-DSN
Zsolt 109:30	G1473	μου	P-GS
Zsolt 109:30	G2532	και	CONJ
Zsolt 109:30	G1722	εν	PREP
Zsolt 109:30	G3319	μεσω	A-DSM
Zsolt 109:30	G4183	πολλων	A-GPM
Zsolt 109:30	G0134	αινεσω	V-AAS-1S
Zsolt 109:30	G0846	αυτον	D-ASM
Zsolt 109:31	G3754	οτι	CONJ
Zsolt 109:31	G3936	παρεστη	V-AAI-3S
Zsolt 109:31	G1537	εκ	PREP
Zsolt 109:31	G1188	δεξιων	A-GPM
Zsolt 109:31	G3993	πενητος	N-GSM
Zsolt 109:31	G3588	του	T-GSN
Zsolt 109:31	G4982	σωσαι	V-AAN
Zsolt 109:31	G1537	εκ	PREP
Zsolt 109:31	G3588	των	T-GPM
Zsolt 109:31	G2614	καταδιωκοντων	V-PAPGP
Zsolt 109:31	G3588	την	T-ASF
Zsolt 109:31	G5590	ψυχην	N-ASF
Zsolt 109:31	G1473	μου	P-GS
Zsolt 110:1	G3588	τω	T-DSM
Zsolt 110:1	G5568	ψαλμος	N-NSM
Zsolt 110:1	G3588	ο	T-NSM
Zsolt 110:1	G2962	κυριος	N-NSM
Zsolt 110:1	G3588	τω	T-DSM
Zsolt 110:1	G2962	κυριω	N-DSM
Zsolt 110:1	G1473	μου	P-GS
Zsolt 110:1	G2521	καθου	V-PMD-2S
Zsolt 110:1	G1537	εκ	PREP
Zsolt 110:1	G1188	δεξιων	A-GPM
Zsolt 110:1	G1473	μου	P-GS
Zsolt 110:1	G2193	εως	PREP
Zsolt 110:1	G0302	αν	PRT
Zsolt 110:1	G5087	θω	V-AAS-1S
Zsolt 110:1	G3588	τους	T-APM
Zsolt 110:1	G2190	εχθρους	N-APM
Zsolt 110:1	G4771	σου	P-GS
Zsolt 110:1	G5286	υποποδιον	N-ASN
Zsolt 110:1	G3588	των	T-GPM
Zsolt 110:1	G4228	ποδων	N-GPM
Zsolt 110:1	G4771	σου	P-GS
Zsolt 110:2	G1411	δυναμεως	N-GSF
Zsolt 110:2	G4771	σου	P-GS
Zsolt 110:2	G1821	εξαποστελει	V-FAI-3S
Zsolt 110:2	G2962	κυριος	N-NSM
Zsolt 110:2	G1537	εκ	PREP
Zsolt 110:2	G4622	σιων	N-PRI
Zsolt 110:2	G2532	και	CONJ
Zsolt 110:2	G2634	κατακυριευε	V-PAD-2S
Zsolt 110:2	G1722	εν	PREP
Zsolt 110:2	G3319	μεσω	A-DSM
Zsolt 110:2	G3588	των	T-GPM
Zsolt 110:2	G2190	εχθρων	N-GPM
Zsolt 110:2	G4771	σου	P-GS
Zsolt 110:3	G3326	μετα	PREP
Zsolt 110:3	G4771	σου	P-GS
Zsolt 110:3	G3588	η	T-NSF
Zsolt 110:3	G0746	αρχη	N-NSF
Zsolt 110:3	G1722	εν	PREP
Zsolt 110:3	G2250	ημερα	N-DSF
Zsolt 110:3	G3588	της	T-GSF
Zsolt 110:3	G1411	δυναμεως	N-GSF
Zsolt 110:3	G4771	σου	P-GS
Zsolt 110:3	G1722	εν	PREP
Zsolt 110:3	G3588	ταις	T-DPF
Zsolt 110:3	G2987	λαμπροτησιν	N-DPF
Zsolt 110:3	G3588	των	T-GPM
Zsolt 110:3	G0040	αγιων	A-GPM
Zsolt 110:3	G1537	εκ	PREP
Zsolt 110:3	G1064	γαστρος	N-GSF
Zsolt 110:3	G4253	προ	PREP
Zsolt 110:3	G4771	σε	P-AS
Zsolt 110:4	G2962	κυριος	N-NSM
Zsolt 110:4	G2532	και	CONJ
Zsolt 110:4	G3364	ου	ADV
Zsolt 110:4	G4771	συ	P-NS
Zsolt 110:4	G1510	ει	V-PAI-2S
Zsolt 110:4	G2409	ιερευς	N-NSM
Zsolt 110:4	G1519	εις	PREP
Zsolt 110:4	G3588	τον	T-ASM
Zsolt 110:4	G0165	αιωνα	N-ASM
Zsolt 110:4	G2596	κατα	PREP
Zsolt 110:4	G3588	την	T-ASF
Zsolt 110:4	G5010	ταξιν	N-ASF
Zsolt 110:5	G2962	κυριος	N-NSM
Zsolt 110:5	G1537	εκ	PREP
Zsolt 110:5	G1188	δεξιων	A-GPM
Zsolt 110:5	G4771	σου	P-GS
Zsolt 110:5	G4917	συνεθλασεν	V-AAI-3S
Zsolt 110:5	G1722	εν	PREP
Zsolt 110:5	G2250	ημερα	N-DSF
Zsolt 110:5	G3709	οργης	N-GSF
Zsolt 110:5	G0846	αυτου	D-GSM
Zsolt 110:5	G0935	βασιλεις	N-NPM
Zsolt 110:6	G2919	κρινει	V-FAI-3S
Zsolt 110:6	G1722	εν	PREP
Zsolt 110:6	G3588	τοις	T-DPN
Zsolt 110:6	G1484	εθνεσιν	N-DPN
Zsolt 110:6	G4137	πληρωσει	V-FAI-3S
Zsolt 110:6	G4430	πτωματα	N-APN
Zsolt 110:6	G4917	συνθλασει	V-FAI-3S
Zsolt 110:6	G2776	κεφαλας	N-APF
Zsolt 110:6	G1909	επι	PREP
Zsolt 110:6	G1065	γης	N-GSF
Zsolt 110:6	G4183	πολλων	A-GPM
Zsolt 110:7	G1537	εκ	PREP
Zsolt 110:7	G1722	εν	PREP
Zsolt 110:7	G3598	οδω	N-DSF
Zsolt 110:7	G4095	πιεται	V-FMI-3S
Zsolt 110:7	G1223	δια	PREP
Zsolt 110:7	G3778	τουτο	D-ASN
Zsolt 110:7	G5312	υψωσει	V-FAI-3S
Zsolt 110:7	G2776	κεφαλην	N-ASF
Zsolt 111:1	G0239	αλληλουια	INJ
Zsolt 111:1	G1843	εξομολογησομαι	V-FMI-1S
Zsolt 111:1	G4771	σοι	P-DS
Zsolt 111:1	G2962	κυριε	N-VSM
Zsolt 111:1	G1722	εν	PREP
Zsolt 111:1	G3650	ολη	A-DSF
Zsolt 111:1	G2588	καρδια	N-DSF
Zsolt 111:1	G1473	μου	P-GS
Zsolt 111:1	G1722	εν	PREP
Zsolt 111:1	G1012	βουλη	N-DSF
Zsolt 111:1	G2117	ευθειων	A-GPF
Zsolt 111:1	G2532	και	CONJ
Zsolt 111:1	G4864	συναγωγη	N-DSF
Zsolt 111:2	G3173	μεγαλα	A-NPN
Zsolt 111:2	G3588	τα	T-NPN
Zsolt 111:2	G2041	εργα	N-NPN
Zsolt 111:2	G2962	κυριου	N-GSM
Zsolt 111:2	G1567	εξεζητημενα	V-RMPNP
Zsolt 111:2	G1519	εις	PREP
Zsolt 111:2	G3956	παντα	A-APN
Zsolt 111:2	G3588	τα	T-APN
Zsolt 111:2	G2307	θεληματα	N-APN
Zsolt 111:2	G0846	αυτου	D-GSM
Zsolt 111:3	G2532	και	CONJ
Zsolt 111:3	G3588	το	T-NSN
Zsolt 111:3	G2041	εργον	N-NSN
Zsolt 111:3	G0846	αυτου	D-GSM
Zsolt 111:3	G2532	και	CONJ
Zsolt 111:3	G3588	η	T-NSF
Zsolt 111:3	G1343	δικαιοσυνη	N-NSF
Zsolt 111:3	G0846	αυτου	D-GSM
Zsolt 111:3	G3306	μενει	V-PAI-3S
Zsolt 111:3	G1519	εις	PREP
Zsolt 111:3	G3588	τον	T-ASM
Zsolt 111:3	G0165	αιωνα	N-ASM
Zsolt 111:3	G3588	του	T-GSM
Zsolt 111:3	G0165	αιωνος	N-GSM
Zsolt 111:4	G3417	μνειαν	N-ASF
Zsolt 111:4	G4160	εποιησατο	V-AMI-3S
Zsolt 111:4	G3588	των	T-GPM
Zsolt 111:4	G2297	θαυμασιων	A-GPM
Zsolt 111:4	G0846	αυτου	D-GSM
Zsolt 111:4	G1655	ελεημων	A-NSM
Zsolt 111:4	G2532	και	CONJ
Zsolt 111:4	G3629	οικτιρμων	A-NSM
Zsolt 111:4	G3588	ο	T-NSM
Zsolt 111:4	G2962	κυριος	N-NSM
Zsolt 111:5	G5160	τροφην	N-ASF
Zsolt 111:5	G1325	εδωκεν	V-AAI-3S
Zsolt 111:5	G3588	τοις	T-DPM
Zsolt 111:5	G5399	φοβουμενοις	V-PMPDP
Zsolt 111:5	G0846	αυτον	D-ASM
Zsolt 111:5	G3403	μνησθησεται	V-FPI-3S
Zsolt 111:5	G1519	εις	PREP
Zsolt 111:5	G3588	τον	T-ASM
Zsolt 111:5	G0165	αιωνα	N-ASM
Zsolt 111:5	G1242	διαθηκης	N-GSF
Zsolt 111:5	G0846	αυτου	D-GSM
Zsolt 111:6	G2479	ισχυν	N-ASF
Zsolt 111:6	G2041	εργων	N-GPN
Zsolt 111:6	G0846	αυτου	D-GSM
Zsolt 111:6	G0312	ανηγγειλεν	V-AAI-3S
Zsolt 111:6	G3588	τω	T-DSM
Zsolt 111:6	G2992	λαω	N-DSM
Zsolt 111:6	G0846	αυτου	D-GSM
Zsolt 111:6	G3588	του	T-GSN
Zsolt 111:6	G1325	δουναι	V-AAN
Zsolt 111:6	G0846	αυτοις	D-DPM
Zsolt 111:6	G2817	κληρονομιαν	N-ASF
Zsolt 111:6	G1484	εθνων	N-GPN
Zsolt 111:7	G2041	εργα	N-NPN
Zsolt 111:7	G5495	χειρων	N-GPF
Zsolt 111:7	G0846	αυτου	D-GSM
Zsolt 111:7	G0225	αληθεια	N-NSF
Zsolt 111:7	G2532	και	CONJ
Zsolt 111:7	G2920	κρισις	N-NSF
Zsolt 111:7	G4103	πισται	A-NPF
Zsolt 111:7	G3956	πασαι	A-NPF
Zsolt 111:7	G3588	αι	T-NPF
Zsolt 111:7	G1785	εντολαι	N-NPF
Zsolt 111:7	G0846	αυτου	D-GSM
Zsolt 111:8	G4741	εστηριγμεναι	V-RMPNP
Zsolt 111:8	G1519	εις	PREP
Zsolt 111:8	G3588	τον	T-ASM
Zsolt 111:8	G0165	αιωνα	N-ASM
Zsolt 111:8	G3588	του	T-GSM
Zsolt 111:8	G0165	αιωνος	N-GSM
Zsolt 111:8	G4160	πεποιημεναι	V-RMPNP
Zsolt 111:8	G1722	εν	PREP
Zsolt 111:8	G0225	αληθεια	N-DSF
Zsolt 111:8	G2532	και	CONJ
Zsolt 111:8	G2118	ευθυτητι	N-DSF
Zsolt 111:9	G3085	λυτρωσιν	N-ASF
Zsolt 111:9	G0649	απεστειλεν	V-AAI-3S
Zsolt 111:9	G3588	τω	T-DSM
Zsolt 111:9	G2992	λαω	N-DSM
Zsolt 111:9	G0846	αυτου	D-GSM
Zsolt 111:9	G1781	ενετειλατο	V-AMI-3S
Zsolt 111:9	G1519	εις	PREP
Zsolt 111:9	G3588	τον	T-ASM
Zsolt 111:9	G0165	αιωνα	N-ASM
Zsolt 111:9	G1242	διαθηκην	N-ASF
Zsolt 111:9	G0846	αυτου	D-GSM
Zsolt 111:9	G0040	αγιον	A-NSN
Zsolt 111:9	G2532	και	CONJ
Zsolt 111:9	G5398	φοβερον	A-NSN
Zsolt 111:9	G3588	το	T-NSN
Zsolt 111:9	G3686	ονομα	N-NSN
Zsolt 111:9	G0846	αυτου	D-GSM
Zsolt 111:10	G0746	αρχη	N-NSF
Zsolt 111:10	G4678	σοφιας	N-GSF
Zsolt 111:10	G5401	φοβος	N-NSM
Zsolt 111:10	G2962	κυριου	N-GSM
Zsolt 111:10	G4907	συνεσις	N-NSF
Zsolt 111:10	G0018	αγαθη	A-NSF
Zsolt 111:10	G3956	πασι	A-DPM
Zsolt 111:10	G3588	τοις	T-DPM
Zsolt 111:10	G4160	ποιουσιν	V-PAI-3P
Zsolt 111:10	G0846	αυτην	D-ASF
Zsolt 111:10	G3588	η	T-NSF
Zsolt 111:10	G0133	αινεσις	N-NSF
Zsolt 111:10	G0846	αυτου	D-GSM
Zsolt 111:10	G3306	μενει	V-PAI-3S
Zsolt 111:10	G1519	εις	PREP
Zsolt 111:10	G3588	τον	T-ASM
Zsolt 111:10	G0165	αιωνα	N-ASM
Zsolt 111:10	G3588	του	T-GSM
Zsolt 111:10	G0165	αιωνος	N-GSM
Zsolt 112:1	G0239	αλληλουια	INJ
Zsolt 112:1	G3107	μακαριος	A-NSM
Zsolt 112:1	G0435	ανηρ	N-NSM
Zsolt 112:1	G3588	ο	T-NSM
Zsolt 112:1	G5399	φοβουμενος	V-PMPNS
Zsolt 112:1	G3588	τον	T-ASM
Zsolt 112:1	G2962	κυριον	N-ASM
Zsolt 112:1	G1722	εν	PREP
Zsolt 112:1	G3588	ταις	T-DPF
Zsolt 112:1	G1785	εντολαις	N-DPF
Zsolt 112:1	G0846	αυτου	D-GSM
Zsolt 112:1	G2309	θελησει	V-FAI-3S
Zsolt 112:1	G4970	σφοδρα	ADV
Zsolt 112:2	G1415	δυνατον	A-ASM
Zsolt 112:2	G1722	εν	PREP
Zsolt 112:2	G3588	τη	T-DSF
Zsolt 112:2	G1065	γη	N-DSF
Zsolt 112:2	G1510	εσται	V-FMI-3S
Zsolt 112:2	G3588	το	T-NSN
Zsolt 112:2	G4690	σπερμα	N-NSN
Zsolt 112:2	G0846	αυτου	D-GSM
Zsolt 112:2	G1074	γενεα	N-NSF
Zsolt 112:2	G2117	ευθειων	A-GPF
Zsolt 112:2	G2127	ευλογηθησεται	V-FPI-3S
Zsolt 112:3	G1391	δοξα	N-NSF
Zsolt 112:3	G2532	και	CONJ
Zsolt 112:3	G4149	πλουτος	N-NSM
Zsolt 112:3	G1722	εν	PREP
Zsolt 112:3	G3588	τω	T-DSM
Zsolt 112:3	G3624	οικω	N-DSM
Zsolt 112:3	G0846	αυτου	D-GSM
Zsolt 112:3	G2532	και	CONJ
Zsolt 112:3	G3588	η	T-NSF
Zsolt 112:3	G1343	δικαιοσυνη	N-NSF
Zsolt 112:3	G0846	αυτου	D-GSM
Zsolt 112:3	G3306	μενει	V-PAI-3S
Zsolt 112:3	G1519	εις	PREP
Zsolt 112:3	G3588	τον	T-ASM
Zsolt 112:3	G0165	αιωνα	N-ASM
Zsolt 112:3	G3588	του	T-GSM
Zsolt 112:3	G0165	αιωνος	N-GSM
Zsolt 112:4	G1816	εξανετειλεν	V-AAI-3S
Zsolt 112:4	G1722	εν	PREP
Zsolt 112:4	G4655	σκοτει	N-DSN
Zsolt 112:4	G5457	φως	N-ASN
Zsolt 112:4	G3588	τοις	T-DPM
Zsolt 112:4	G2117	ευθεσιν	A-DPM
Zsolt 112:4	G1655	ελεημων	A-NSM
Zsolt 112:4	G2532	και	CONJ
Zsolt 112:4	G3629	οικτιρμων	A-NSM
Zsolt 112:4	G2532	και	CONJ
Zsolt 112:4	G1342	δικαιος	A-NSM
Zsolt 112:5	G5543	χρηστος	A-NSM
Zsolt 112:5	G0435	ανηρ	N-NSM
Zsolt 112:5	G3588	ο	T-NSM
Zsolt 112:5	G3627	οικτιρων	V-PAPNS
Zsolt 112:5	G2532	και	CONJ
Zsolt 112:5	G3621	οικονομησει	V-FAI-3S
Zsolt 112:5	G3588	τους	T-APM
Zsolt 112:5	G3056	λογους	N-APM
Zsolt 112:5	G0846	αυτου	D-GSM
Zsolt 112:5	G1722	εν	PREP
Zsolt 112:5	G2920	κρισει	N-DSF
Zsolt 112:6	G3754	οτι	CONJ
Zsolt 112:6	G1519	εις	PREP
Zsolt 112:6	G3588	τον	T-ASM
Zsolt 112:6	G0165	αιωνα	N-ASM
Zsolt 112:6	G3364	ου	ADV
Zsolt 112:6	G4531	σαλευθησεται	V-FPI-3S
Zsolt 112:6	G1519	εις	PREP
Zsolt 112:6	G3422	μνημοσυνον	N-ASN
Zsolt 112:6	G0166	αιωνιον	A-ASM
Zsolt 112:6	G1510	εσται	V-FMI-3S
Zsolt 112:6	G1342	δικαιος	A-NSM
Zsolt 112:7	G0575	απο	PREP
Zsolt 112:7	G0189	ακοης	N-GSF
Zsolt 112:7	G4190	πονηρας	A-GSF
Zsolt 112:7	G3364	ου	ADV
Zsolt 112:7	G5399	φοβηθησεται	V-FPI-3S
Zsolt 112:7	G2092	ετοιμη	A-NSF
Zsolt 112:7	G3588	η	T-NSF
Zsolt 112:7	G2588	καρδια	N-NSF
Zsolt 112:7	G0846	αυτου	D-GSM
Zsolt 112:7	G1679	ελπιζειν	V-PAN
Zsolt 112:7	G1909	επι	PREP
Zsolt 112:7	G2962	κυριον	N-ASM
Zsolt 112:8	G4741	εστηρικται	V-RMI-3S
Zsolt 112:8	G3588	η	T-NSF
Zsolt 112:8	G2588	καρδια	N-NSF
Zsolt 112:8	G0846	αυτου	D-GSM
Zsolt 112:8	G3364	ου	ADV
Zsolt 112:8	G3165	μη	ADV
Zsolt 112:8	G5399	φοβηθη	V-APS-3S
Zsolt 112:8	G2193	εως	PREP
Zsolt 112:8	G3739	ου	R-GSM
Zsolt 112:8	G1909	επι	PREP
Zsolt 112:8	G3588	τους	T-APM
Zsolt 112:8	G2190	εχθρους	N-APM
Zsolt 112:8	G0846	αυτου	D-GSM
Zsolt 112:9	G4650	εσκορπισεν	V-AAI-3S
Zsolt 112:9	G1325	εδωκεν	V-AAI-3S
Zsolt 112:9	G3588	τοις	T-DPM
Zsolt 112:9	G3993	πενησιν	N-DPM
Zsolt 112:9	G3588	η	T-NSF
Zsolt 112:9	G1343	δικαιοσυνη	N-NSF
Zsolt 112:9	G0846	αυτου	D-GSM
Zsolt 112:9	G3306	μενει	V-PAI-3S
Zsolt 112:9	G1519	εις	PREP
Zsolt 112:9	G3588	τον	T-ASM
Zsolt 112:9	G0165	αιωνα	N-ASM
Zsolt 112:9	G3588	του	T-GSM
Zsolt 112:9	G0165	αιωνος	N-GSM
Zsolt 112:9	G3588	το	T-ASN
Zsolt 112:9	G2768	κερας	N-ASN
Zsolt 112:9	G0846	αυτου	D-GSM
Zsolt 112:9	G5312	υψωθησεται	V-FPI-3S
Zsolt 112:9	G1722	εν	PREP
Zsolt 112:9	G1391	δοξη	N-DSF
