# GENERÁLT: eszkozok/oshl_index_import.py — kézzel nem szerkesztendő.
# forras: openscriptures/HebrewLexicon @ 21c9add13bc727d3a951361778e97e3ff7afd1ce | LexicalIndex.xml sha256=8f7a605c58899d2f44430149c143c00903976e1e91232476677972a69e5bc85f
# licenc: CC BY 4.0 — Open Scriptures Hebrew Bible Project; l. konkordancia/OSHL_lexikalis_index_README.md
strong	strong_eredeti	twot	bdb_id	nyelv	oshl_id	lemma	atiras	szofaj	def_en
H4070	4070	2669b	xd.ad.ac	arameus	ood	מְדוֹר	mĕdôr	N	dwelling-place
H4070	4070	2669c	xd.ad.ad	arameus	oog	מְדָר	mĕdār	N	dwelling
H4071	4071	418c	d.az.ae	heber	gmb	מְדוּרָה	mĕdûrâ	N	pile
H4072	4072	420b	d.bb.ac	heber	gmc	מִדְחֶה	midḥeh	N	means of stumbling
H4073	4073	423a	d.be.ab	heber	gmd	מַדְחֵפָה	madḥēpâ	N	thrust
H4074	4074	—	m.am.al	heber	gmg	מָדַי	māday	Np	Madai
H4075	4075	—	m.am.am	heber	gmf	מָדִי	mādî	Ag	Mede
H4076	4076	—	xm.aa.ak	arameus	ooe	מָדַי	māday	Np	Mede(-s)
H4077	4077	—	xm.aa.al	arameus	oob	מָדָאָה	mādāʾâ	Ng	Mede
H4078	4078	425	d.bg.aa	heber	gme	מַדַּי	madday	D	sufficiency
H4079	4079	426c	d.bh.ah	heber	glz	מָדוֹן	mādôn	N	strife
H4080	4080	—	d.bh.ak	heber	gmh	מִדְיָן	midyān	Np	Midian
H4081	4081	—	m.al.ae	heber	gmi	מִדִּין	middîn	Np	Middin
H4082	4082	426d	d.bh.am	heber	gmj	מְדִינָה	mĕdînâ	N	province
H4083	4083	2674c	xd.ah.ad	arameus	oof	מְדִינָה	mĕdînâ	N	district
H4084	4084	—	d.bh.al	heber	gmk	מִדְיָנִי	midyānî	Ag	Midianite
H4085	4085	413a	d.av.ab	heber	gmm	מְדֹכָה	mĕdōkâ	N	mortar
H4086	4086	—	d.bw.ad	heber	gmn	מַדְמֵן	madmēn	Np	Madmen
H4087	4087	441b	d.bw.ae	heber	gmp	מַדְמֵנָה	madmēnâ	N	dung-place
H4088	4088	—	d.bw.af	heber	gmo	מַדְמֵנָה	madmēnâ	Np	Madmenah
H4089	4089	—	d.bw.ag	heber	gmq	מַדְמַנָּה	madmannâ	Np	Madmannah
H4090	4090	426c	d.bh.ah	heber	gms	מְדָן	mĕdān	N	strife
H4091	4091	—	d.bh.aj	heber	gmr	מְדָן	mĕdān	Np	Medan
H4092	4092	—	d.bh.al	heber	gml	מִדְיָנִי	midyānî	Ag	Midianite
H4093	4093	848g	j.au.am	heber	gmt	מַדָּע	maddāʿ	N	knowledge
H4094	4094	449a	d.ce.ac	heber	gmv	מַדְקָרָה	madqārâ	N	piercing
H4095	4095	452a	d.ch.ab	heber	gmw	מַדְרֵגָה	madrēgâ	N	steep place
H4096	4096	453b	d.ci.ac	heber	gmx	מִדְרָךְ	midrāk	N	treading-
H4097	4097	455a	d.cm.ab	heber	gmy	מִדְרָשׁ	midrāš	N	study
H4098	4098	419b	d.ba.ac	heber	gmz	מְדֻשָֿׁה	mĕdušâ	N	that which is threshed
H4099	4099	—	e.br.ad	heber	dbt	הַמְּדָתָא	hammĕdātāʾ	Np	Hammedatha (including the article)
H4100	4100	1149	m.an.aa	heber	gna	מָה	mâ	Pi	what?
H4101	4101	2822	xm.ab.aa	arameus	ooh	מָה	mâ	Pi	what?
H4102	4102	1150	m.ao.aa	heber	gnb	מָהַהּ	māhah	V	linger
H4103	4103	486a	e.bb.ab	heber	gnc	מְהוּמָה	mĕhûmâ	N	tumult
H4104	4104	—	a.dy.at	heber	gnd	מְהוּמָן	mĕhûmān	Np	Mehuman
H4105	4105	—	j.bj.ad	heber	gne	מְהֵיטַבְאֵל	mĕhêṭabʾēl	Np	Mehetabeel
H4106	4106	1152c	m.aq.ad	heber	gnf	מָהִיר	māhîr	A	quick
H4107	4107	1151	m.ap.aa	heber	gng	מָהַל	māhal	V	circumcise
H4108	4108	498d	e.bn.ae	heber	gni	מַהֲלָךְ	mahălāk	N	walk
H4109	4109	498d	e.bn.ae	heber	gnh	מַהֲלָךְ	mahălāk	N	walk
H4110	4110	500b	e.bp.ah	heber	gnj	מַהֲלָל	mahălāl	N	praise
H4111	4111	—	e.bp.ai	heber	gnk	מַהֲלַלְאֵל	mahălalʾēl	Np	Mahalaleel
H4112	4112	502c	e.bq.ae	heber	gnl	מַהֲלֻמֿוֹת	mahălumôt	N	strokes
H4113	4113	509a	e.bx.ab	heber	gnm	מַהֲמֹרָה	mahămōrâ	N	flood
H4114	4114	512d	e.cb.ae	heber	gnn	מַהְפֵּכָה	mahpēkâ	N	overthrow
H4115	4115	512e	e.cb.af	heber	gno	מַהְפֶּ֫כֶת	mahpeket	N	stocks
H4116	4116	1152	m.aq.aa	heber	gnr	מָהַר	māhar	V	hasten
H4116	4116	1153	m.ar.ac	heber	gns	מָהַר	māhar	V	acquire by paying purchase-price
H4117	4117	1153	m.ar.ac	heber	gnt	מָהַר	māhar	V	acquire by paying purchase-price
H4118	4118	1152a	m.aq.ab	heber	gnq	מַהֵר	mahēr	A	hastening
H4118	4118	1152b	m.aq.ac	heber	gnp	מַהֵר	mahēr	D	quickly
H4119	4119	1153a	m.ar.ab	heber	gnu	מֹ֫הַר	mōhar	N	purchase-price
H4120	4120	1152d	m.aq.ae	heber	gnx	מְהֵרָה	mĕhērâ	N	haste
H4121	4121	—	m.aq.af	heber	gny	מַהֲרַי	mahăray	Np	Maharai
H4122	4122	—	m.aq.ag	heber	gnw	מַהֵר שָׁלָל חָשׁ בַּז	mahēr šālāl ḥāš baz	Np	Maher-sha-lal-bash-baz
H4123	4123	2514a	w.au.ab	heber	gnz	מַֽהֲתַלּוֹת	mahătallôt	N	illusions
H4124	4124	1155	m.as.ac	heber	gob	מוֹאָב	môʾāb	Np	Moab
H4125	4125	1155a	m.as.ad	heber	goc	מוֹאָבִי	môʾābî	A	Moabitish
H4126	4126	212b	b.ap.ad	heber	god	מוֹבָא	môbāʾ	N	in-coming
H4127	4127	1156	m.at.aa	heber	goe	מוּג	mûg	V	melt
H4128	4128	1157	m.av.aa	heber	gog	מוד	mwd	V	shake
H4129	4129	848e	j.au.ak	heber	goh	מוֹדַע	môdaʿ	N	kinsman
H4130	4130	848f	j.au.al	heber	gmu	מֹדַ֫עַת	mōdaʿat	N	kindred
H4131	4131	1158	m.aw.aa	heber	goj	מוֹט	môṭ	V	totter
H4132	4132	1158a	m.aw.ab	heber	goi	מוֹט	môṭ	N	shaking
H4133	4133	1158b	m.aw.ac	heber	gok	מוֹטָה	môṭâ	N	pole
H4134	4134	1159	m.ax.aa	heber	gol	מוּךְ	mûk	V	be low
H4135	4135	1161	m.az.aa	heber	gon	מוּל	mûl	V	circumcise
H4135	4135	1204	m.ci.aa	heber	haz	מָלַל	mālal	V	circumcise
H4136	4136	1160	m.ay.aa	heber	gom	מוּל	mûl	Np	(over) against
H4137	4137	—	j.bn.aj	heber	goo	מוֹלָדָה	môlādâ	Np	Moladah
H4138	4138	867f	j.bn.ai	heber	gop	מוֹלֶ֫דֶת	môledet	N	kindred
H4139	4139	1161a	m.az.ab	heber	goq	מוּלָה	mûlâ	N	circumcision
H4140	4140	—	j.bn.ak	heber	gor	מוֹלִיד	môlîd	Np	Molid
H4141	4141	1456b	o.ad.ae	heber	got	מוּסָב	mûsāb	N	encompassing
H4142	4142	1456	o.ad.aa	heber	gou	מוּסַבָּה	mûsabbâ	A	turn about
H4143	4143	875d	j.bx.ae	heber	gow	מוּסָד	mûsād	N	foundation
H4144	4144	875f	j.bx.ag	heber	gov	מוֹסָד	môsād	N	foundation
H4145	4145	875e	j.bx.af	heber	goy	מוּסָדָה	mûsādâ	N	foundation
H4146	4146	875f	j.bx.ag	heber	gox	מוֹסָדָה	môsādâ	N	foundation
H4147	4147	141f	a.ew.ah	heber	gpa	מוֹסֵר	môsēr	N	band
H4148	4148	877b	j.ca.ac	heber	gpb	מוּסָר	mûsār	N	discipline
H4149	4149	—	a.ew.ai	heber	gpc	מוֹסֵרָה	môsērâ	Np	Mosera
H4149	4149	—	a.ew.aj	heber	hfl	מֹסֵרוֹת	mōsērôt	Np	Moseroth
H4150	4150	878b	j.cb.ac	heber	gpd	מוֹעֵד	môʿēd	N	appointed time
H4151	4151	878c	j.cb.ad	heber	gpe	מוֹעָד	môʿād	N	appointed place
H4152	4152	878d	j.cb.ae	heber	gpf	מוּעָדָה	mûʿādâ	N	cities appointed
H4153	4153	—	m.cu.ac	heber	gpg	מוֹעַדְיָה	môʿadyâ	Np	Moadiah. Compare
H4154	4154	1226	m.cu.aa	heber	gph	מוּעֶדֶת	mûʿedet	N	slip
H4155	4155	1583a	p.bl.ad	heber	gpi	מוּעָף	mûʿāp	N	gloom
H4156	4156	887b	j.ck.ac	heber	gpj	מוֹעֵצָה	môʿēṣâ	N	counsel
H4157	4157	1585b	p.bn.ac	heber	gpk	מוּעָקָה	mûʿāqâ	N	compression
H4158	4158	—	j.cp.ad	heber	gwl	מֵיפַ֫עַת	mêpaʿat	Np	Mephaath
H4159	4159	152a	a.fi.ab	heber	gpl	מוֹפֵת	môpēt	N	wonder
H4160	4160	1192a	m.bw.ab	heber	hjy	מֵץ	mēṣ	N	squeezer
H4161	4161	893c	j.cq.ad	heber	gpp	מוֹצָא	môṣāʾ	N	place of going forth
H4162	4162	—	j.cq.ae	heber	gpo	מוֹצָא	môṣāʾ	Np	Moza
H4163	4163	893d	j.cq.af	heber	gpq	מוֹצָאָה	môṣāʾâ	N	family descent
H4164	4164	1895c	r.bh.ad	heber	gps	מוּצָק	mûṣāq	N	constraint
H4165	4165	897b	j.cu.ac	heber	gpr	מוּצָק	mûṣāq	N	a casting
H4166	4166	897c	j.cu.ad	heber	gpt	מוּצֶ֫קֶת	mûṣeqet	N	poured
H4167	4167	1163	m.bb.aa	heber	gpu	מוּק	mûq	V	mock
H4168	4168	901b	j.cy.ac	heber	gpv	מוֹקֵד	môqēd	N	burning mass
H4169	4169	901c	j.cy.ad	heber	gpw	מוֹקְדָה	môqĕdâ	N	hearth
H4170	4170	906c	j.de.ad	heber	gpx	מוֹקֵשׁ	môqēš	N	a bait
H4171	4171	1164	m.bc.aa	heber	gpy	מוּר	mûr	V	change
H4172	4172	907c	j.df.ae	heber	gpz	מוֹרָא	môrāʾ	N	fear
H4172	4172	907d	j.df.af	heber	gqe	מוֹרָה	môrâ	N	appoint terror
H4173	4173	1165	m.bc.ae	heber	gqa	מוֹרַג	môrag	N	threshing-sledge
H4174	4174	909a	j.dh.ac	heber	gqb	מוֹרָד	môrād	N	descent
H4175	4175	910b	j.di.ad	heber	gqc	מוֹרֶה	môreh	N	rain
H4176	4176	910c	j.di.ae	heber	gqd	מוֹרֶה	môreh	N	teacher
H4177	4177	1166	m.bc.ah	heber	gqf	מוֹרָה	môrâ	N	razor
H4178	4178	1244	m.dm.aa	heber	gqg	מוֹרָט	môrāṭ	V	make smooth
H4179	4179	—	m.dm.af	heber	hpr	מֹרִיָּה	mōrîyâ	Np	Moriah
H4180	4180	920d	j.dq.af	heber	gqh	מוֹרָשׁ	môrāš	N	a possession
H4181	4181	920e	j.dq.ag	heber	gqi	מוֹרָשָׁה	môrāšâ	N	a possession
H4182	4182	—	j.dq.ah	heber	gqj	מוֹרֶ֫שֶׁת גַּת	môrešet gat	Np	Moresheth-gath
H4183	4183	—	j.dq.ai	heber	gqk	מוֹרַשְׁתִּי	môraštî	Ag	Morashtite
H4184	4184	1168	m.bd.aa	heber	gql	מוּשׁ	mûš	V	feel
H4185	4185	1167	m.bc.al	heber	gqm	מוּשׁ	mûš	V	depart
H4186	4186	922c	j.ds.ai	heber	gqn	מוֹשָׁב	môšāb	N	seat
H4187	4187	—	m.bd.ac	heber	gqp	מוּשִׁי	mûšî	Np	Mushi
H4188	4188	—	m.bd.ad	heber	gqo	מוּשִׁי	mûšî	Ag	Mushite
H4189	4189	1257b	m.du.ad	heber	hts	מֹשֶׁכֶת	mōšeket	N	cord
H4190	4190	929d	j.dy.an	heber	gqq	מוֹשָׁעָה	môšāʿâ	N	saving acts
H4191	4191	1169	m.be.aa	heber	gqs	מוּת	mût	V	die
H4192	4192	—	l.ak.aq	heber	gqt	מוּת לַבֵּן	mût labbēn	N	‘To die for the son’
H4193	4193	2823	xm.ab.ab	arameus	ooi	מוֹת	môt	N	death
H4194	4194	1169a	m.be.ab	heber	gqr	מָ֫וֶת	māwet	N	death
H4195	4195	936g	j.ef.ao	heber	gqu	מוֹתָר	môtār	N	abundance
H4196	4196	525b	g.ae.ad	heber	gqv	מִזְבֵּחַ	mizbēaḥ	N	altar
H4197	4197	1170a	m.bf.ab	heber	gqw	מֶ֫זֶג	mezeg	N	mixture
H4198	4198	1171a	m.bg.ab	heber	gqz	מָזֶה	māzeh	A	sucked out
H4199	4199	—	m.bg.ac	heber	gqy	מִזָּה	mizzâ	Np	Mizzah
H4200	4200	534.1b	g.ar.ac	heber	grb	מָ֫זוּ	māzû	N	garner
H4201	4201	535b	g.as.af	heber	grc	מְזוּזָה	mĕzûzâ	N	door-post
H4202	4202	539a	g.aw.ab	heber	grd	מָזוֹן	māzôn	N	food
H4203	4203	2705a	xg.ad.ab	arameus	ooj	מָזוֹן	māzôn	N	food
H4204	4204	1175a	m.bj.ab	heber	gre	מָזוֹר	māzôr	N	net
H4205	4205	543c	g.ba.ad	heber	grf	מָזוֹר	māzôr	N	wound
H4206	4206	1172	m.bh.aa	heber	grg	מֵ֫זַח	mēzaḥ	N	girdle
H4206	4206	1172a	m.bh.ab	heber	gri	מְזִיחַ	mĕzîaḥ	N	belt
H4207	4207	552a	g.bj.ab	heber	grk	מַזְלֵג	mazlēg	N	fork
H4207	4207	552b	g.bj.ac	heber	grl	מִזְלָגָה	mizlāgâ	N	fork
H4208	4208	1173	m.bh.ad	heber	grm	מַזָּלוֹת	mazzālôt	N	constellations
H4209	4209	556c	g.bo.ae	heber	grn	מְזִמָּה	mĕzimmâ	N	purpose
H4210	4210	558c	g.bq.ae	heber	gro	מִזְמוֹר	mizmôr	N	melody
H4211	4211	559c	g.br.ad	heber	grp	מַזְמֵרָה	mazmērâ	N	pruning-knife
H4212	4212	559d	g.br.ae	heber	grq	מְזַמֶּרֶת	mĕzammeret	N	snuffers
H4213	4213	571b	g.cc.ac	heber	grr	מִזְעָר	mizʿār	N	a little
H4214	4214	579a	g.ci.ab	heber	grv	מִזְרֶה	mizreh	N	pitch-fork
H4215	4215	579	g.ci.aa	heber	gru	מְזָרֶה	mĕzāreh	N	scatter
H4216	4216	1176	m.bj.ad	heber	grw	מַזָּרוֹת	mazzārôt	N	some noted constellation
H4217	4217	580c	g.cj.aj	heber	grx	מִזְרָח	mizrāḥ	N	place of sunrise
H4218	4218	582f	g.cl.ah	heber	gry	מִזְרָע	mizrāʿ	N	place of sowing
H4219	4219	585a	g.co.ab	heber	grz	מִזְרָק	mizrāq	N	bowl
H4220	4220	1181a	m.bn.ab	heber	gsa	מֵחַ	mēaḥ	N	fatling
H4221	4221	1181b	m.bn.ac	heber	gsb	מֹחַ	mōaḥ	N	marrow
H4222	4222	1177	m.bk.aa	heber	gsc	מָחָא	māḥāʾ	V	strike
H4223	4223	2824	xm.ac.aa	arameus	ook	מְחָא	mĕḥāʾ	V	smite
H4224	4224	588a	h.ab.ab	heber	gsd	מַחֲבֵא	maḥăbēʾ	N	hiding-place
H4224	4224	588b	h.ab.ac	heber	gse	מַחֲבֹא	maḥăbōʾ	N	refuge
H4225	4225	598j	h.ai.ao	heber	gsg	מַחְבֶּ֫רֶת	maḥberet	N	thing joined
H4226	4226	598k	h.ai.ap	heber	gsf	מְחַבְּרָה	mĕḥabbĕrâ	N	binder
H4227	4227	600b	h.ak.ac	heber	gsh	מַחֲבַת	maḥăbat	N	flat plate
H4228	4228	604d	h.ap.ae	heber	gsi	מַחֲגֹ֫רֶת	maḥăgōret	N	girding
H4229	4229	1178	m.bl.aa	heber	gsk	מָחָה	māḥâ	V	wipe
H4229	4229	1179	m.bm.aa	heber	gsl	מָחָה	māḥâ	V	strike
H4229	4229	1181c	m.bn.ad	heber	gsj	מָחָה	māḥâ	V	full of marrow
H4230	4230	615b	h.ay.ac	heber	gsm	מְחוּגָה	mĕḥûgâ	N	circle-instrument
H4231	4231	1180	m.bm.ae	heber	gsn	מָחוֹז	māḥôz	N	city
H4232	4232	—	m.bm.af	heber	gso	מְחוּיָאֵל	mĕḥûyāʾēl	Np	Mehujael
H4233	4233	—	h.bb.ad	heber	gsp	מַחֲוִים	maḥăwîm	Ag	Machavite
H4234	4234	623g	h.bf.al	heber	gsr	מָחוֹל	māḥôl	N	dance
H4235	4235	—	m.bm.ai	heber	gsq	מָחוֹל	māḥôl	Np	Mahol
H4236	4236	633f	h.bp.an	heber	gsu	מַחֲזֶה	maḥăzeh	N	vision
H4237	4237	633g	h.bp.ao	heber	gst	מֶחֱזָה	meḥĕzâ	N	light
H4238	4238	—	h.bp.ap	heber	gsv	מַחֲזִיאֹת	maḥăzîʾōt	Np	Mahazioth
H4239	4239	1179a	m.bm.ab	heber	gsx	מְחִי	mĕḥî	N	the stroke of his battering ram
H4240	4240	—	m.bn.af	heber	gsy	מְחִידָא	mĕḥîdāʾ	Np	Mehida
H4241	4241	644h	h.cd.ai	heber	gsz	מִחְיָה	miḥyâ	N	preservation of life
H4242	4242	1185c	m.bq.ad	heber	gta	מְחִיר	mĕḥîr	N	price
H4243	4243	—	m.bq.ae	heber	gtb	מְחִיר	mĕḥîr	Np	Mehir
H4244	4244	—	m.bn.ai	heber	gtd	מַחְלָה	maḥlâ	Np	Mahlah
H4245	4245	655b	h.cn.ac	heber	gte	מַחֲלֶה	maḥăleh	N	sickness
H4245	4245	655c	h.cn.ad	heber	gtf	מַחֲלָה	maḥălâ	N	sickness
H4246	4246	623h	h.bf.am	heber	gss	מְחוֹלָה	mĕḥôlâ	N	dancing
H4247	4247	660f	h.cs.ag	heber	gtc	מְחִלָּה	mĕḥillâ	N	hole
H4248	4248	—	m.bn.am	heber	gth	מַחְלוֹן	maḥlôn	Np	Mahlon
H4249	4249	—	m.bn.an	heber	gti	מַחְלִי	maḥlî	Np	Mahli
H4250	4250	—	m.bn.ao	heber	gtj	מַחְלִי	maḥlî	Ag	Machlite
H4251	4251	655d	h.cn.ae	heber	gtg	מַחֲלוּי	maḥălûy	N	sickness
H4252	4252	666d	h.cx.af	heber	gtk	מַחֲלָף	maḥălāp	N	knife
H4253	4253	666e	h.cx.ag	heber	gtl	מַחֲלָפָה	maḥălāpâ	N	plait
H4254	4254	667b	h.cy.ac	heber	gtm	מַחֲלָצָה	maḥălāṣâ	N	robe of state
H4255	4255	2732b	xh.aj.ac	arameus	ool	מַחְלְקָה	maḥlĕqâ	N	class
H4256	4256	669d	h.da.ak	heber	gtn	מַחֲלֹ֫קֶת	maḥălōqet	N	division
H4257	4257	656a	h.co.ab	heber	gtp	מַחֲלַת	maḥălat	N	‘Machalath’
H4258	4258	—	m.bn.av	heber	gto	מַחֲלַת	maḥălat	Np	Mahalath
H4259	4259	—	m.bn.ax	heber	gtq	מְחֹלָתִי	mĕḥōlātî	A	the Mĕḥolathite
H4260	4260	1182	m.bn.ay	heber	gtr	מַחֲמָאֹת	maḥămāʾōt	N	curd-like
H4261	4261	673d	h.de.af	heber	gts	מַחְמָד	maḥmād	N	desire
H4262	4262	673e	h.de.ag	heber	gtt	מַחְמֹד	maḥmōd	N	desirable
H4263	4263	676b	h.dh.af	heber	gtu	מַחְמָל	maḥmāl	N	thing pitied
H4264	4264	690c	h.dv.ad	heber	gtw	מַחֲנֶה	maḥăneh	N	encampment
H4265	4265	—	h.dv.ae	heber	gtx	מַחֲנֵה־דָ֑ן	maḥănēh-dān	Np	Mahaneh-dan
H4266	4266	—	h.dv.af	heber	gty	מַחֲנַיִם	maḥănayim	Np	Mahanaim
H4267	4267	697a	h.ec.ab	heber	gtz	מַחֲנָק	maḥănāq	N	strangling
H4268	4268	700b	h.ef.ad	heber	gua	מַחְסֶּה	maḥsseh	N	refuge
H4269	4269	702a	h.eh.ab	heber	gub	מַחְסוֹם	maḥsôm	N	muzzle
H4270	4270	705e	h.ej.ag	heber	guc	מַחְסוֹר	maḥsôr	N	need
H4271	4271	—	h.ef.ae	heber	gud	מַחְסֵיָה	maḥsêâ	Np	Maaseiah
H4272	4272	1183	m.bo.aa	heber	guf	מָחַץ	māḥaṣ	V	smite through
H4273	4273	1183a	m.bo.ab	heber	gue	מַ֫חַץ	maḥaṣ	N	severe wound
H4274	4274	718a	h.ew.ab	heber	gug	מַחְצֵב	maḥṣēb	N	hewing
H4275	4275	719d	h.ex.ah	heber	guh	מֶחֱצָה	meḥĕṣâ	N	half
H4276	4276	719e	h.ex.ai	heber	gui	מַחֲצִית	maḥăṣît	N	half
H4277	4277	1184	m.bp.aa	heber	guj	מָחַק	māḥaq	V	utterly destroy
H4278	4278	729b	h.fg.ac	heber	guk	מֶחְקָר	meḥqār	N	range
H4279	4279	1185a	m.bq.ab	heber	gul	מָחָר	māḥār	N	to-morrow
H4280	4280	730b	h.fh.ac	heber	gun	מַחֲרָאָה	maḥărāʾâ	N	draught house
H4281	4281	760d	h.gk.ae	heber	guo	מַחֲרֵשָׁה	maḥărēšâ	N	ploughshare
H4282	4282	760d	h.gk.ae	heber	gup	מַחֲרֶ֫שֶׁת	maḥărešet	N	ploughshare
H4283	4283	1185b	m.bq.ac	heber	guq	מׇחֳרָת	moḥŏrāt	N	the morrow
H4284	4284	767d	h.gr.ak	heber	gur	מַחֲשָׁבָה	maḥăšābâ	N	thought
H4285	4285	769d	h.gt.ae	heber	gus	מַחְשָׁךְ	maḥšāk	N	dark place
H4286	4286	766b	h.gq.ae	heber	gut	מַחְשֹׂף	maḥśōp	N	a laying bare
H4287	4287	—	h.gz.ac	heber	guu	מַ֫חַת	maḥat	Np	Mahath
H4288	4288	784g	h.hf.ai	heber	guv	מְחִתָּה	mĕḥittâ	N	terror
H4289	4289	777a	h.gz.ad	heber	guw	מַחְתָּה	maḥtâ	N	fire-holder
H4290	4290	783a	h.he.ab	heber	gux	מַחְתֶּ֫רֶת	maḥteret	N	breaking in
H4291	4291	2825	xm.ad.aa	arameus	oom	מְטָא	mĕṭāʾ	V	reach
H4292	4292	785a	i.ab.ab	heber	guy	מַטְאֲטֵא	maṭʾăṭēʾ	N	broom
H4293	4293	786e	i.ac.ag	heber	guz	מַטְבֵּחַ	maṭbēaḥ	N	slaughtering-place
H4294	4294	1352b	n.cz.ad	heber	gvb	מַטֶּה	maṭṭeh	N	branch
H4295	4295	1352a	n.cz.ac	heber	gvc	מַ֫טָּה	maṭṭâ	D	downwards
H4296	4296	1352c	n.cz.ae	heber	gva	מִטָּה	miṭṭâ	N	couch
H4297	4297	1352e	n.cz.ag	heber	gvd	מֻטֶּה	muṭṭeh	N	that which is perverted
H4298	4298	1352d	n.cz.af	heber	gve	מֻטָּה	muṭṭâ	N	spreading
H4299	4299	794a	i.aj.ab	heber	gvf	מַטְוֶה	maṭweh	N	that which is spun
H4300	4300	1186a	m.br.ab	heber	gvg	מְטִיל	mĕṭîl	N	wrought-metal rod
H4301	4301	811a	i.ba.ab	heber	gvi	מַטְמוֹן	maṭmôn	N	hidden treasure
H4302	4302	1354c	n.db.ae	heber	gvj	מַטָּע	maṭṭāʿ	N	place
H4303	4303	815b	i.be.ac	heber	gvk	מַטְעָם	maṭʿām	N	tasty food
H4304	4304	818d	i.bh.ae	heber	gvl	מִטְפַּ֫חַת	miṭpaḥat	N	cloak
H4305	4305	1187	m.bs.ab	heber	gvm	מָטַר	māṭar	V	rain
H4306	4306	1187a	m.bs.aa	heber	gvn	מָטַר	māṭar	N	rain
H4307	4307	1356a	n.dd.ab	heber	gvp	מַטָּרָה	maṭṭārâ	N	guard
H4308	4308	—	i.bk.ab	heber	gvo	מַטְרֵד	maṭrēd	Np	Matred
H4309	4309	—	m.bs.ac	heber	gvq	מַטְרִי	maṭrî	Ag	Matri
H4310	4310	1189	m.bu.aa	heber	gvr	מִי	mî	Pi	who?
H4311	4311	—	m.bu.ai	heber	gvv	מֵידְבָא	mêdĕbāʾ	Np	Medeba
H4312	4312	—	j.as.ah	heber	gvw	מֵידָד	mêdād	Np	Medad
H4313	4313	—	m.bt.ac	heber	gvt	מֵי הַיַּרְקוֹן	mê hayyarqôn	Np	Me-jarkon
H4314	4314	—	m.bt.ab	heber	gvu	מֵי זָהָב	mê zāhāb	Np	Mezahab
H4315	4315	863a	j.bj.ae	heber	gvx	מֵיטָב	mêṭāb	N	the best
H4316	4316	—	m.bu.ag	heber	gvy	מִיכָא	mîkāʾ	Np	Micha
H4317	4317	—	m.bu.ab	heber	gvz	מִיכָאֵל	mîkāʾēl	Np	Michael
H4318	4318	—	m.bu.af	heber	gwa	מִיכָה	mîkâ	Np	Micah
H4319	4319	—	m.bu.ad	heber	gwb	מִיכָהוּ	mîkāhû	Np	Micaiah (2 Chronicles 18:8)
H4320	4320	—	m.bu.ae	heber	gwc	מִיכָיָה	mîkāyâ	Np	Micah
H4321	4321	—	m.bu.ad	heber	gwd	מִיכָֽיְהוּ	mîkāyĕhû	Np	Micah
H4322	4322	—	m.bu.ac	heber	gwe	מִיכָיָ֫הוּ	mîkāyāhû	Np	Michaiah
H4323	4323	1190	m.bu.ap	heber	gwg	מִיכָל	mîkāl	N	brook
H4324	4324	—	m.bu.aq	heber	gwf	מִיכַל	mîkal	Np	Michal
H4325	4325	1188	m.bt.aa	heber	gvs	מַי	may	N	waters
H4326	4326	—	m.bu.as	heber	gwh	מִיָּמִן	mîyāmin	Np	Miamin
H4327	4327	1191a	m.bv.ab	heber	gwi	מִין	mîn	N	kind
H4328	4328	875	j.bx.af	heber	gwk	מְיֻסָּדָה	mĕyussādâ	N	foundation
H4329	4329	1492b	o.ba.ad	heber	goz	מוּסָךְ	mûsāk	N	covered
H4330	4330	1192b	m.bw.ac	heber	gwm	מִיץ	mîṣ	N	squeezing
H4331	4331	—	m.bw.ae	heber	gwo	מֵישָׁא	mêšāʾ	Np	Mesha
H4332	4332	—	m.bu.ah	heber	gwp	מִישָׁאֵל	mîšāʾēl	Np	Mishael
H4333	4333	—	xm.ad.ab	arameus	oon	מִישָׁאֵל	mîšāʾēl	Np	Mishael
H4334	4334	930f	j.dz.ah	heber	gwq	מִישׁוֹר	mîšôr	N	level place
H4335	4335	—	m.bw.ah	heber	gwr	מֵישַׁךְ	mêšak	Np	Meshak
H4336	4336	—	xm.ad.ac	arameus	ooo	מֵישַׁךְ	mêšak	Np	Meshak
H4337	4337	—	j.dy.ap	heber	gwt	מֵישָׁע	mêšāʿ	Np	Mesha
H4338	4338	—	j.dy.ao	heber	gws	מֵישַׁע	mêšaʿ	Np	Mesha
H4339	4339	930e	j.dz.ag	heber	gwu	מֵישָׁר	mêšār	N	evenness
H4340	4340	936h	j.ef.ap	heber	gwv	מֵיתָר	mêtār	N	cord
H4341	4341	940b	k.ac.ac	heber	gww	מַכְאוֹב	makʾôb	N	pain
H4342	4342	947	k.ak.aa	heber	gwx	מַכְבִּיר	makbîr	V	be much
H4343	4343	—	k.ai.ac	heber	gwy	מַכְבֵּנָה	makbēnâ	Np	Machbenah
H4344	4344	—	k.ai.ad	heber	gwz	מַכְבַּנַּי	makbannay	Np	Machbanai
H4345	4345	948d	k.al.ae	heber	gxa	מִכְבָּר	mikbār	N	grating
H4346	4346	948c	k.al.ad	heber	gxb	מַכְבֵּר	makbēr	N	a netted cloth
H4347	4347	1364d	n.dk.ae	heber	gxc	מַכָּה	makkâ	N	blow
