# GENERÁLT: eszkozok/ubs_dntg_import.py — kézzel nem szerkesztendő.
# forras: ubsicap/ubs-open-license @ 3a6edd8212df2e1189037ad39687726990c80d56 | UBSGreekNTDic-v1.1-en.JSON sha256=d84bb9077a43fa4a4f7e571fe2ffa460fa655d7b78439b366281ce527fd56893
# licenc: CC BY-SA 4.0 — © United Bible Societies; forrásmegjelölés: konkordancia/SDBH_SDGNT_README.md
strong	strong_kod	lemma	main_id	lexid	entry_kod	domen_kod	domen	definicio_rovid	definicio_hosszu	glosszak	megjegyzes
G0061	G0061	ἄγρα	000061000000000	000061001001000	18.8	018001	Grasp, Hold	the act of catching something	—	to catch; a catch	Though in Greek the term ἄγρα may be used to refer to the catching of a wide variety of objects, in the context of {S:04200500400038} the reference is to fish, and one must make certain that the appropriate term in the receptor language is employed, depending, for example, whether one catches fish, animals, or people.
G0062	G0062	ἀγράμματος	000062000000000	000062001001000	27.23	027	Learn	pertaining to one who has not acquired a formal education (referring primarily to formal training)	—	uneducated; unlearned	Some persons have assumed that ἀγράμματος in {S:04400401300026} means ‘illiterate’ in the sense of not being able to read or write, but this is highly unlikely in view of the almost universal literacy in NT times, and especially as the result of extensive synagogue schools. Evidently, ἀγράμματος in {S:04400401300026} refers to a lack of formal rabbinic training.
G0063	G0063	ἀγραυλέω	000063000000000	000063001001000	85.64	085003	Remain, Stay	to spend time outdoors, with the possible implication of living outdoors	—	to remain outdoors	—
G0064	G0064	ἀγρεύω	000064000000000	000064001001000	27.30	027003	Learn Something Against Someone	(figurative extension of meaning of term meaning literally: ‘to hunt, to trap,’ not occurring in the NT) to acquire information about an error or fault, with the purpose of causing harm or trouble	—	to trap; to catch off guard; to catch in a mistake	In a number of languages it is possible to retain the figurative meaning of ‘trap’ or ‘catch,’ but in a number of instances other figures are used, for example, ‘to cause to trip,’ ‘to cause to fall,’ ‘to hear wrong words from his mouth,’ or ‘to use his words against him.’
G0065	G0065	ἀγριέλαιος	000065000000000	000065001001000	3.11	003002	Trees	a tree regarded by some (though probably wrongly) as the ancestor of the domestic olive tree; smaller, produces smaller fruit with less oil than domestic variety; Olea europaea sylvestris	—	wild olive tree	In speaking of the wild olive tree as ‘an uncultivated olive tree,’ it is important to make clear that it is not the matter of neglect which produces the wild tree, but the fact that such a tree is essentially different from the cultivated one. A marginal note to this effect may be useful in the context of {S:04501101700018}. The precise identification of the ‘wild olive tree’ cannot be made with certainty. It may be possible in some instances to speak of such a tree as an ‘uncultivated olive tree’ in contrast with a ‘cultivated olive tree.’ It may also be possible to speak of the wild olive tree as ‘the olive tree producing bitter fruit,’ although in reality all olives are bitter before they are cured.|This reference in {S:04501101700018} is intentionally strange because the usual course of action was to graft cultivated branches into wild trees.
G0066	G0066	ἄγριος	000066000000000	000066001001000	20.6	020001	Violence	(a figurative extension of meaning of ἄγριος ‘wild, savage’) pertaining to what is violent and uncontrolled	—	violent; stormy	This expression in {S:06500101300004}, however, is applied to people, and therefore it may be necessary to make the figurative reference clear, for example, they are like stormy waves of the sea or … wild waves of the sea.
G0066	G0066	ἄγριος	000066000000000	000066001002000	94.1	—	—	pertaining to what is undomesticated and uncultivated in nature	—	wild	—
G0067	G0067	Ἀγρίππας	000067000000000	000067001001000	93.10	093001	Persons	Herod Agrippa II, the son of Herod Agrippa I (see {S:04401200100000})	—	Agrippa	—
G0068	G0068	ἀγρός	000068000000000	000068001001000	1.95	001015	Pastures and Cultivated Lands	land under cultivation or used for pasture	—	field; land	—
G0068	G0068	ἀγρός	000068000000000	000068001002000	1.87	001013	Areas Which Are Uninhabited or Only Sparsely Populated	a rural area in contrast with a population center	—	countryside; fields; rural area	A rural area is often identified by a term or phrase meaning ‘extension of fields’ or ‘place of field after field’ or ‘area of farms.’
G0068	G0068	ἀγρός	000068000000000	000068001003000	1.93	001014	Population Centers	a relatively small village, possibly merely a cluster of farms	—	farm settlement; hamlet	—
G0069	G0069	ἀγρυπνέω	000069000000000	000069001001000	27.57	027006	Be Ready To Learn, Pay Attention	(a figurative extension of meaning of ἀγρυπνέω ‘to keep oneself awake,’ not occurring in the NT) to make an effort to learn of what might be a potential future threat	—	to be alert; to be on the lookout for; to be vigilant	—
G0069	G0069	ἀγρυπνέω	000069000000000	000069001002000	35.41	035004	Care For, Take Care Of	to take care of or to look after, with the implication of continuous and wakeful concern for	—	to look after; to take care of	—
G0070	G0070	ἀγρυπνία	000070000000000	000070001001000	23.73	023005	Sleep, Waking	the state of remaining awake because of not being able to go to sleep, whether from anxiety or because of external circumstances	—	sleeplessness	In the two occurrences of ἀγρυπνία in the NT ({S:04700600500020 04701102700010}), failure to sleep was evidently the result of external circumstances which prevented normal sleep. It may therefore be possible to translate ἀγρυπνία as it was not possible to sleep or there was no way to sleep.
G0071	G0071	ἄγω	000071000000000	000071001001000	15.165	015023	Lead, Bring, Take	to direct or guide the movement of an object, without special regard to point of departure or goal	—	to lead; to bring	The Spirit of God is also regarded as an agent in leading or directing the movement of a person, for example, ἤγετο ἐν τῷ πνεύματι ἐν τῇ ἐρήμῳ he was led by the Spirit into the desert ({S:04200400100000}).|ἄγω[a] also occurs in contexts in which the leading involves force: ὅταν ἄγωσιν ὑμᾶς παραδιδόντες whenever you are taken into custody and turned over to the courts ({S:04101301100006}); Ἤγοντο δὲ καὶ ἕτεροι κακοῦργοι δύο σὺν αὐτῷ ἀναιρεθῆναι they led two others off also, both of them criminals, to be put to death with him ({S:04202303200002}).
G0071	G0071	ἄγω	000071000000000	000071001002000	15.210	015024	Carry, Bear	to carry or bring, especially animate beings{N:001}	—	to carry; to bring	—
G0071	G0071	ἄγω	000071000000000	000071001003000	15.34	015004	Leave, Depart, Flee, Escape, Send	to move away from a reference point	—	to go away; to leave	It would also be possible to translate ἄγωμεν in {S:04301100700014} as let us depart for.
G0071	G0071	ἄγω	000071000000000	000071001004000	36.1	036001	Guide, Lead	to so influence others as to cause them to follow a recommended course of action	—	to guide; to direct; to lead	In some languages it is difficult to distinguish readily between expressions for ‘leading’ and those which refer to ‘ruling’ or ‘governing,’ but it is important to try to distinguish clearly between these two different sets of interpersonal relations. In some languages, the concept of ‘leading’ can be expressed by ‘showing how to’ or ‘demonstrating how one ought to.’ In other languages it is possible to speak of ‘leading’ as simply ‘going ahead of,’ but too often such an expression may designate only ‘a scout’ who goes ahead to see whether things are safe, or it may refer only to a person who insists on his prerogative as the most distinguished person in a group.
G0071	G0071	ἄγω	000071000000000	000071001005000	42.1	042001	Function	to be actively performing some function	—	to carry on; to function; to be operative	In some languages the equivalent of ‘the courts are functioning’ is ‘the courts are open’ or ‘the judges are on duty’ or ‘the officials are listening to complaints.’
G0071	G0071	ἄγω	000071000000000	000071001006000	67.64	067002	A Point of Time with Reference to Other Points of Time: Before, Long Ago, Now, At the Same Time, When, About, After	to occur at a particular or expected time	—	to take place; to be; to occur	For another interpretation of ἄγω in {S:04202402100042}, see {D:67.79}.
G0071	G0071	ἄγω	000071000000000	000071001007000	67.79	067005	Duration of Time without Reference to Points or Units of Time: Time, Spend Time, Always, Eternal, Old, Immediately, Young	to experience a duration of time	—	to spend time	For another interpretation of ἄγω in {S:04202402100042}, see {D:67.64}.
G0071	G0071	ἄγω	000071000000000	000071001008000	91.13	091003	Prompters of Attention	prompter of attention, which serves also to emphasize the following statement	—	look; listen; pay attention; come now; then	—
G0072	G0072	ἀγωγή	000072000000000	000072001001000	41.3	041001	Behavior, Conduct	to conduct oneself, with apparent focus upon overt daily behavior{N:001}	—	to live; to conduct oneself; to behave; behavior; conduct	—
G0073	G0073	ἀγών	000073000000000	000073001001000	39.29	039005	Strife, Struggle	to engage in intense struggle, involving physical or nonphysical force against strong opposition	—	to struggle; to fight	In a number of languages a marked distinction is made between physical fighting and nonphysical contending with someone. It is therefore often impossible to carry over any terminology involving war or physical struggling to contexts in which one is speaking of interpersonal hostility or contention.
