# GENERALT-TERVEZET: naplok/KAROLI_KK2_kulcstabla_general.py - jovahagyasra var, meg NEM elesitett
igehely_karoli	igehely_kjv	igehely_mt	osztaly	forras	megjegyzes
Zsolt 147:20	147:20		KJV	szamlalas	
Zsolt 148:1	148:1		KJV	szamlalas	
Zsolt 148:2	148:2		KJV	szamlalas	
Zsolt 148:3	148:3		KJV	szamlalas	
Zsolt 148:4	148:4		KJV	szamlalas	
Zsolt 148:5	148:5		KJV	szamlalas	
Zsolt 148:6	148:6		KJV	szamlalas	
Zsolt 148:7	148:7		KJV	szamlalas	
Zsolt 148:8	148:8		KJV	szamlalas	
Zsolt 148:9	148:9		KJV	szamlalas	
Zsolt 148:10	148:10		KJV	szamlalas	
Zsolt 148:11	148:11		KJV	szamlalas	
Zsolt 148:12	148:12		KJV	szamlalas	
Zsolt 148:13	148:13		KJV	szamlalas	
Zsolt 148:14	148:14		KJV	szamlalas	
Zsolt 149:1	149:1		KJV	szamlalas	
Zsolt 149:2	149:2		KJV	szamlalas	
Zsolt 149:3	149:3		KJV	szamlalas	
Zsolt 149:4	149:4		KJV	szamlalas	
Zsolt 149:5	149:5		KJV	szamlalas	
Zsolt 149:6	149:6		KJV	szamlalas	
Zsolt 149:7	149:7		KJV	szamlalas	
Zsolt 149:8	149:8		KJV	szamlalas	
Zsolt 149:9	149:9		KJV	szamlalas	
Zsolt 150:1	150:1		KJV	szamlalas	
Zsolt 150:2	150:2		KJV	szamlalas	
Zsolt 150:3	150:3		KJV	szamlalas	
Zsolt 150:4	150:4		KJV	szamlalas	
Zsolt 150:5	150:5		KJV	szamlalas	
Zsolt 150:6	150:6		KJV	szamlalas	
Ámós 1:1	1:1		KJV	szamlalas	
Ámós 1:2	1:2		KJV	szamlalas	
Ámós 1:3	1:3		KJV	szamlalas	
Ámós 1:4	1:4		KJV	szamlalas	
Ámós 1:5	1:5		KJV	szamlalas	
Ámós 1:6	1:6		KJV	szamlalas	
Ámós 1:7	1:7		KJV	szamlalas	
Ámós 1:8	1:8		KJV	szamlalas	
Ámós 1:9	1:9		KJV	szamlalas	
Ámós 1:10	1:10		KJV	szamlalas	
Ámós 1:11	1:11		KJV	szamlalas	
Ámós 1:12	1:12		KJV	szamlalas	
Ámós 1:13	1:13		KJV	szamlalas	
Ámós 1:14	1:14		KJV	szamlalas	
Ámós 1:15	1:15		KJV	szamlalas	
Ámós 2:1	2:1		KJV	szamlalas	
Ámós 2:2	2:2		KJV	szamlalas	
Ámós 2:3	2:3		KJV	szamlalas	
Ámós 2:4	2:4		KJV	szamlalas	
Ámós 2:5	2:5		KJV	szamlalas	
Ámós 2:6	2:6		KJV	szamlalas	
Ámós 2:7	2:7		KJV	szamlalas	
Ámós 2:8	2:8		KJV	szamlalas	
Ámós 2:9	2:9		KJV	szamlalas	
Ámós 2:10	2:10		KJV	szamlalas	
Ámós 2:11	2:11		KJV	szamlalas	
Ámós 2:12	2:12		KJV	szamlalas	
Ámós 2:13	2:13		KJV	szamlalas	
Ámós 2:14	2:14		KJV	szamlalas	
Ámós 2:15	2:15		KJV	szamlalas	
Ámós 2:16	2:16		KJV	szamlalas	
Ámós 3:1	3:1		KJV	szamlalas	
Ámós 3:2	3:2		KJV	szamlalas	
Ámós 3:3	3:3		KJV	szamlalas	
Ámós 3:4	3:4		KJV	szamlalas	
Ámós 3:5	3:5		KJV	szamlalas	
Ámós 3:6	3:6		KJV	szamlalas	
Ámós 3:7	3:7		KJV	szamlalas	
Ámós 3:8	3:8		KJV	szamlalas	
Ámós 3:9	3:9		KJV	szamlalas	
Ámós 3:10	3:10		KJV	szamlalas	
Ámós 3:11	3:11		KJV	szamlalas	
Ámós 3:12	3:12		KJV	szamlalas	
Ámós 3:13	3:13		KJV	szamlalas	
Ámós 3:14	3:14		KJV	szamlalas	
Ámós 3:15	3:15		KJV	szamlalas	
Ámós 4:1	4:1		KJV	szamlalas	
Ámós 4:2	4:2		KJV	szamlalas	
Ámós 4:3	4:3		KJV	szamlalas	
Ámós 4:4	4:4		KJV	szamlalas	
Ámós 4:5	4:5		KJV	szamlalas	
Ámós 4:6	4:6		KJV	szamlalas	
Ámós 4:7	4:7		KJV	szamlalas	
Ámós 4:8	4:8		KJV	szamlalas	
Ámós 4:9	4:9		KJV	szamlalas	
Ámós 4:10	4:10		KJV	szamlalas	
Ámós 4:11	4:11		KJV	szamlalas	
Ámós 4:12	4:12		KJV	szamlalas	
Ámós 4:13	4:13		KJV	szamlalas	
Ámós 5:1	5:1		KJV	szamlalas	
Ámós 5:2	5:2		KJV	szamlalas	
Ámós 5:3	5:3		KJV	szamlalas	
Ámós 5:4	5:4		KJV	szamlalas	
Ámós 5:5	5:5		KJV	szamlalas	
Ámós 5:6	5:6		KJV	szamlalas	
Ámós 5:7	5:7		KJV	szamlalas	
Ámós 5:8	5:8		KJV	szamlalas	
Ámós 5:9	5:9		KJV	szamlalas	
Ámós 5:10	5:10		KJV	szamlalas	
Ámós 5:11	5:11		KJV	szamlalas	
Ámós 5:12	5:12		KJV	szamlalas	
Ámós 5:13	5:13		KJV	szamlalas	
Ámós 5:14	5:14		KJV	szamlalas	
Ámós 5:15	5:15		KJV	szamlalas	
Ámós 5:16	5:16		KJV	szamlalas	
Ámós 5:17	5:17		KJV	szamlalas	
Ámós 5:18	5:18		KJV	szamlalas	
Ámós 5:19	5:19		KJV	szamlalas	
Ámós 5:20	5:20		KJV	szamlalas	
Ámós 5:21	5:21		KJV	szamlalas	
Ámós 5:22	5:22		KJV	szamlalas	
Ámós 5:23	5:23		KJV	szamlalas	
Ámós 5:24	5:24		KJV	szamlalas	
Ámós 5:25	5:25		KJV	szamlalas	
Ámós 5:26	5:26		KJV	szamlalas	
Ámós 5:27	5:27		KJV	szamlalas	
Ámós 6:1	6:1		KJV	szamlalas	
Ámós 6:2	6:2		KJV	szamlalas	
Ámós 6:3	6:3		KJV	szamlalas	
Ámós 6:4	6:4		KJV	szamlalas	
Ámós 6:5	6:5		KJV	szamlalas	
Ámós 6:6	6:6		KJV	szamlalas	
Ámós 6:7	6:7		KJV	szamlalas	
Ámós 6:8	6:8		KJV	szamlalas	
Ámós 6:9	6:9		KJV	szamlalas	
Ámós 6:10	6:10		KJV	szamlalas	
Ámós 6:11	6:11		KJV	szamlalas	
Ámós 6:12	6:12		KJV	szamlalas	
Ámós 6:13	6:13		KJV	szamlalas	
Ámós 6:14	6:14		KJV	szamlalas	
Ámós 7:1	7:1		KJV	szamlalas	
Ámós 7:2	7:2		KJV	szamlalas	
Ámós 7:3	7:3		KJV	szamlalas	
Ámós 7:4	7:4		KJV	szamlalas	
Ámós 7:5	7:5		KJV	szamlalas	
Ámós 7:6	7:6		KJV	szamlalas	
Ámós 7:7	7:7		KJV	szamlalas	
Ámós 7:8	7:8		KJV	szamlalas	
Ámós 7:9	7:9		KJV	szamlalas	
Ámós 7:10	7:10		KJV	szamlalas	
Ámós 7:11	7:11		KJV	szamlalas	
Ámós 7:12	7:12		KJV	szamlalas	
Ámós 7:13	7:13		KJV	szamlalas	
Ámós 7:14	7:14		KJV	szamlalas	
Ámós 7:15	7:15		KJV	szamlalas	
Ámós 7:16	7:16		KJV	szamlalas	
Ámós 7:17	7:17		KJV	szamlalas	
Ámós 8:1	8:1		KJV	szamlalas	
Ámós 8:2	8:2		KJV	szamlalas	
Ámós 8:3	8:3		KJV	szamlalas	
Ámós 8:4	8:4		KJV	szamlalas	
Ámós 8:5	8:5		KJV	szamlalas	
Ámós 8:6	8:6		KJV	szamlalas	
Ámós 8:7	8:7		KJV	szamlalas	
Ámós 8:8	8:8		KJV	szamlalas	
Ámós 8:9	8:9		KJV	szamlalas	
Ámós 8:10	8:10		KJV	szamlalas	
Ámós 8:11	8:11		KJV	szamlalas	
Ámós 8:12	8:12		KJV	szamlalas	
Ámós 8:13	8:13		KJV	szamlalas	
Ámós 8:14	8:14		KJV	szamlalas	
Ámós 9:1	9:1		KJV	szamlalas	
Ámós 9:2	9:2		KJV	szamlalas	
Ámós 9:3	9:3		KJV	szamlalas	
Ámós 9:4	9:4		KJV	szamlalas	
Ámós 9:5	9:5		KJV	szamlalas	
Ámós 9:6	9:6		KJV	szamlalas	
Ámós 9:7	9:7		KJV	szamlalas	
Ámós 9:8	9:8		KJV	szamlalas	
Ámós 9:9	9:9		KJV	szamlalas	
Ámós 9:10	9:10		KJV	szamlalas	
Ámós 9:11	9:11		KJV	szamlalas	
Ámós 9:12	9:12		KJV	szamlalas	
Ámós 9:13	9:13		KJV	szamlalas	
Ámós 9:14	9:14		KJV	szamlalas	
Ámós 9:15	9:15		KJV	szamlalas	
Én 1:1	1:1		KJV	szamlalas	
Én 1:2	1:2		KJV	szamlalas	
Én 1:3	1:3		KJV	szamlalas	
Én 1:4	1:4		KJV	szamlalas	
Én 1:5	1:5		KJV	szamlalas	
Én 1:6	1:6		KJV	szamlalas	
Én 1:7	1:7		KJV	szamlalas	
Én 1:8	1:8		KJV	szamlalas	
Én 1:9	1:9		KJV	szamlalas	
Én 1:10	1:10		KJV	szamlalas	
Én 1:11	1:11		KJV	szamlalas	
Én 1:12	1:12		KJV	szamlalas	
Én 1:13	1:13		KJV	szamlalas	
Én 1:14	1:14		KJV	szamlalas	
Én 1:15	1:15		KJV	szamlalas	
Én 1:16	1:16		KJV	szamlalas	
Én 1:17	1:17		KJV	szamlalas	
Én 2:1	2:1		KJV	szamlalas	
Én 2:2	2:2		KJV	szamlalas	
Én 2:3	2:3		KJV	szamlalas	
Én 2:4	2:4		KJV	szamlalas	
Én 2:5	2:5		KJV	szamlalas	
Én 2:6	2:6		KJV	szamlalas	
Én 2:7	2:7		KJV	szamlalas	
Én 2:8	2:8		KJV	szamlalas	
Én 2:9	2:9		KJV	szamlalas	
Én 2:10	2:10		KJV	szamlalas	
Én 2:11	2:11		KJV	szamlalas	
Én 2:12	2:12		KJV	szamlalas	
Én 2:13	2:13		KJV	szamlalas	
Én 2:14	2:14		KJV	szamlalas	
Én 2:15	2:15		KJV	szamlalas	
Én 2:16	2:16		KJV	szamlalas	
Én 2:17	2:17		KJV	szamlalas	
Én 3:1	3:1		KJV	szamlalas	
Én 3:2	3:2		KJV	szamlalas	
Én 3:3	3:3		KJV	szamlalas	
Én 3:4	3:4		KJV	szamlalas	
Én 3:5	3:5		KJV	szamlalas	
Én 3:6	3:6		KJV	szamlalas	
Én 3:7	3:7		KJV	szamlalas	
Én 3:8	3:8		KJV	szamlalas	
Én 3:9	3:9		KJV	szamlalas	
Én 3:10	3:10		KJV	szamlalas	
Én 3:11	3:11		KJV	szamlalas	
Én 4:1	4:1		KJV	szamlalas	
Én 4:2	4:2		KJV	szamlalas	
Én 4:3	4:3		KJV	szamlalas	
Én 4:4	4:4		KJV	szamlalas	
Én 4:5	4:5		KJV	szamlalas	
Én 4:6	4:6		KJV	szamlalas	
Én 4:7	4:7		KJV	szamlalas	
Én 4:8	4:8		KJV	szamlalas	
Én 4:9	4:9		KJV	szamlalas	
Én 4:10	4:10		KJV	szamlalas	
Én 4:11	4:11		KJV	szamlalas	
Én 4:12	4:12		KJV	szamlalas	
Én 4:13	4:13		KJV	szamlalas	
Én 4:14	4:14		KJV	szamlalas	
Én 4:15	4:15		KJV	szamlalas	
Én 4:16	4:16		KJV	szamlalas	
Én 7:1	7:1		KJV	szamlalas	
Én 7:2	7:2		KJV	szamlalas	
Én 7:3	7:3		KJV	szamlalas	
Én 7:4	7:4		KJV	szamlalas	
Én 7:5	7:5		KJV	szamlalas	
Én 7:6	7:6		KJV	szamlalas	
Én 7:7	7:7		KJV	szamlalas	
Én 7:8	7:8		KJV	szamlalas	
Én 7:9	7:9		KJV	szamlalas	
Én 7:10	7:10		KJV	szamlalas	
Én 7:11	7:11		KJV	szamlalas	
Én 7:12	7:12		KJV	szamlalas	
Én 7:13	7:13		KJV	szamlalas	
Én 8:1	8:1		KJV	szamlalas	
Én 8:2	8:2		KJV	szamlalas	
Én 8:3	8:3		KJV	szamlalas	
Én 8:4	8:4		KJV	szamlalas	
Én 8:5	8:5		KJV	szamlalas	
Én 8:6	8:6		KJV	szamlalas	
Én 8:7	8:7		KJV	szamlalas	
Én 8:8	8:8		KJV	szamlalas	
Én 8:9	8:9		KJV	szamlalas	
Én 8:10	8:10		KJV	szamlalas	
Én 8:11	8:11		KJV	szamlalas	
Én 8:12	8:12		KJV	szamlalas	
Én 8:13	8:13		KJV	szamlalas	
Én 8:14	8:14		KJV	szamlalas	
Ézs 1:1	1:1		KJV	szamlalas	
Ézs 1:2	1:2		KJV	szamlalas	
Ézs 1:3	1:3		KJV	szamlalas	
Ézs 1:4	1:4		KJV	szamlalas	
Ézs 1:5	1:5		KJV	szamlalas	
Ézs 1:6	1:6		KJV	szamlalas	
Ézs 1:7	1:7		KJV	szamlalas	
Ézs 1:8	1:8		KJV	szamlalas	
Ézs 1:9	1:9		KJV	szamlalas	
Ézs 1:10	1:10		KJV	szamlalas	
Ézs 1:11	1:11		KJV	szamlalas	
Ézs 1:12	1:12		KJV	szamlalas	
Ézs 1:13	1:13		KJV	szamlalas	
Ézs 1:14	1:14		KJV	szamlalas	
Ézs 1:15	1:15		KJV	szamlalas	
Ézs 1:16	1:16		KJV	szamlalas	
Ézs 1:17	1:17		KJV	szamlalas	
Ézs 1:18	1:18		KJV	szamlalas	
Ézs 1:19	1:19		KJV	szamlalas	
Ézs 1:20	1:20		KJV	szamlalas	
Ézs 1:21	1:21		KJV	szamlalas	
Ézs 1:22	1:22		KJV	szamlalas	
Ézs 1:23	1:23		KJV	szamlalas	
Ézs 1:24	1:24		KJV	szamlalas	
Ézs 1:25	1:25		KJV	szamlalas	
Ézs 1:26	1:26		KJV	szamlalas	
Ézs 1:27	1:27		KJV	szamlalas	
Ézs 1:28	1:28		KJV	szamlalas	
Ézs 1:29	1:29		KJV	szamlalas	
Ézs 1:30	1:30		KJV	szamlalas	
Ézs 1:31	1:31		KJV	szamlalas	
Ézs 2:1	2:1		KJV	szamlalas	
Ézs 2:2	2:2		KJV	szamlalas	
Ézs 2:3	2:3		KJV	szamlalas	
Ézs 2:4	2:4		KJV	szamlalas	
Ézs 2:5	2:5		KJV	szamlalas	
Ézs 2:6	2:6		KJV	szamlalas	
Ézs 2:7	2:7		KJV	szamlalas	
Ézs 2:8	2:8		KJV	szamlalas	
Ézs 2:9	2:9		KJV	szamlalas	
Ézs 2:10	2:10		KJV	szamlalas	
Ézs 2:11	2:11		KJV	szamlalas	
Ézs 2:12	2:12		KJV	szamlalas	
Ézs 2:13	2:13		KJV	szamlalas	
Ézs 2:14	2:14		KJV	szamlalas	
Ézs 2:15	2:15		KJV	szamlalas	
Ézs 2:16	2:16		KJV	szamlalas	
Ézs 2:17	2:17		KJV	szamlalas	
Ézs 2:18	2:18		KJV	szamlalas	
Ézs 2:19	2:19		KJV	szamlalas	
Ézs 2:20	2:20		KJV	szamlalas	
Ézs 2:21	2:21		KJV	szamlalas	
Ézs 3:1	3:1	3:1	MT	tvtms	
Ézs 3:2	3:2	3:2	MT	tvtms	
Ézs 3:3	3:3	3:3	MT	tvtms	
Ézs 3:4	3:4	3:4	MT	tvtms	
Ézs 3:5	3:5	3:5	MT	tvtms	
Ézs 3:6	3:6	3:6	MT	tvtms	
Ézs 3:7	3:7	3:7	MT	tvtms	
Ézs 3:8	3:8	3:8	MT	tvtms	
Ézs 3:9	3:9	3:9	MT	tvtms	
Ézs 3:10	3:10	3:10	MT	tvtms	
Ézs 3:11	3:11	3:11	MT	tvtms	
Ézs 3:12	3:12	3:12	MT	tvtms	
Ézs 3:13	3:13	3:13	MT	tvtms	
Ézs 3:14	3:14	3:14	MT	tvtms	
Ézs 3:15	3:15	3:15	MT	tvtms	
Ézs 3:16	3:16	3:16	MT	tvtms	
Ézs 3:17	3:17	3:17	MT	tvtms	
Ézs 3:18	3:18	3:18	MT	tvtms	
Ézs 3:19	3:19	3:19	MT	tvtms	
Ézs 3:20	3:20	3:20	MT	tvtms	
Ézs 3:21	3:21	3:21	MT	tvtms	
Ézs 3:22	3:22	3:22	MT	tvtms	
Ézs 3:23	3:23	3:23	MT	tvtms	
Ézs 3:24	3:24	3:24	MT	tvtms	
Ézs 3:25	3:25	3:25	MT	tvtms	
Ézs 3:26	3:26	3:26	MT	tvtms	
Ézs 3:27		3:27	MT	szamlalas	
Ézs 5:1	5:1		KJV	szamlalas	
Ézs 5:2	5:2		KJV	szamlalas	
Ézs 5:3	5:3		KJV	szamlalas	
Ézs 5:4	5:4		KJV	szamlalas	
Ézs 5:5	5:5		KJV	szamlalas	
Ézs 5:6	5:6		KJV	szamlalas	
Ézs 5:7	5:7		KJV	szamlalas	
Ézs 5:8	5:8		KJV	szamlalas	
Ézs 5:9	5:9		KJV	szamlalas	
Ézs 5:10	5:10		KJV	szamlalas	
Ézs 5:11	5:11		KJV	szamlalas	
Ézs 5:12	5:12		KJV	szamlalas	
Ézs 5:13	5:13		KJV	szamlalas	
Ézs 5:14	5:14		KJV	szamlalas	
Ézs 5:15	5:15		KJV	szamlalas	
Ézs 5:16	5:16		KJV	szamlalas	
Ézs 5:17	5:17		KJV	szamlalas	
Ézs 5:18	5:18		KJV	szamlalas	
Ézs 5:19	5:19		KJV	szamlalas	
Ézs 5:20	5:20		KJV	szamlalas	
Ézs 5:21	5:21		KJV	szamlalas	
Ézs 5:22	5:22		KJV	szamlalas	
Ézs 5:23	5:23		KJV	szamlalas	
Ézs 5:24	5:24		KJV	szamlalas	
Ézs 5:25	5:25		KJV	szamlalas	
Ézs 5:26	5:26		KJV	szamlalas	
Ézs 5:27	5:27		KJV	szamlalas	
Ézs 5:28	5:28		KJV	szamlalas	
Ézs 5:29	5:29		KJV	szamlalas	
Ézs 5:30	5:30		KJV	szamlalas	
Ézs 6:1	6:1		KJV	szamlalas	
Ézs 6:2	6:2		KJV	szamlalas	
Ézs 6:3	6:3		KJV	szamlalas	
Ézs 6:4	6:4		KJV	szamlalas	
Ézs 6:5	6:5		KJV	szamlalas	
Ézs 6:6	6:6		KJV	szamlalas	
Ézs 6:7	6:7		KJV	szamlalas	
Ézs 6:8	6:8		KJV	szamlalas	
Ézs 6:9	6:9		KJV	szamlalas	
Ézs 6:10	6:10		KJV	szamlalas	
Ézs 6:11	6:11		KJV	szamlalas	
Ézs 6:12	6:12		KJV	szamlalas	
Ézs 6:13	6:13		KJV	szamlalas	
Ézs 7:1	7:1		KJV	szamlalas	
Ézs 7:2	7:2		KJV	szamlalas	
Ézs 7:3	7:3		KJV	szamlalas	
Ézs 7:4	7:4		KJV	szamlalas	
Ézs 7:5	7:5		KJV	szamlalas	
Ézs 7:6	7:6		KJV	szamlalas	
Ézs 7:7	7:7		KJV	szamlalas	
Ézs 7:8	7:8		KJV	szamlalas	
Ézs 7:9	7:9		KJV	szamlalas	
Ézs 7:10	7:10		KJV	szamlalas	
Ézs 7:11	7:11		KJV	szamlalas	
Ézs 7:12	7:12		KJV	szamlalas	
Ézs 7:13	7:13		KJV	szamlalas	
Ézs 7:14	7:14		KJV	szamlalas	
Ézs 7:15	7:15		KJV	szamlalas	
Ézs 7:16	7:16		KJV	szamlalas	
Ézs 7:17	7:17		KJV	szamlalas	
Ézs 7:18	7:18		KJV	szamlalas	
Ézs 7:19	7:19		KJV	szamlalas	
Ézs 7:20	7:20		KJV	szamlalas	
Ézs 7:21	7:21		KJV	szamlalas	
Ézs 7:22	7:22		KJV	szamlalas	
Ézs 7:23	7:23		KJV	szamlalas	
Ézs 7:24	7:24		KJV	szamlalas	
Ézs 7:25	7:25		KJV	szamlalas	
Ézs 8:1	8:1		KJV	szamlalas	
Ézs 8:2	8:2		KJV	szamlalas	
Ézs 8:3	8:3		KJV	szamlalas	
Ézs 8:4	8:4		KJV	szamlalas	
Ézs 8:5	8:5		KJV	szamlalas	
Ézs 8:6	8:6		KJV	szamlalas	
Ézs 8:7	8:7		KJV	szamlalas	
Ézs 8:8	8:8		KJV	szamlalas	
Ézs 8:9	8:9		KJV	szamlalas	
Ézs 8:10	8:10		KJV	szamlalas	
Ézs 8:11	8:11		KJV	szamlalas	
Ézs 8:12	8:12		KJV	szamlalas	
Ézs 8:13	8:13		KJV	szamlalas	
Ézs 8:14	8:14		KJV	szamlalas	
Ézs 8:15	8:15		KJV	szamlalas	
Ézs 8:16	8:16		KJV	szamlalas	
Ézs 8:17	8:17		KJV	szamlalas	
Ézs 8:18	8:18		KJV	szamlalas	
Ézs 8:19	8:19		KJV	szamlalas	
Ézs 8:20	8:20		KJV	szamlalas	
Ézs 8:21	8:21		KJV	szamlalas	
Ézs 8:22	8:22		KJV	szamlalas	
Ézs 9:1	9:1	9:1	MT	tvtms	
Ézs 9:2	9:2	9:2	MT	tvtms	
Ézs 9:3	9:3	9:3	MT	tvtms	
Ézs 9:4	9:4	9:4	MT	tvtms	
Ézs 9:5	9:5	9:5	MT	tvtms	
Ézs 9:6	9:6	9:6	MT	tvtms	
Ézs 9:7	9:7	9:7	MT	tvtms	
Ézs 9:8	9:8	9:8	MT	tvtms	
Ézs 9:9	9:9	9:9	MT	tvtms	
Ézs 9:10	9:10	9:10	MT	tvtms	
Ézs 9:11	9:11	9:11	MT	tvtms	
Ézs 9:12	9:12	9:12	MT	tvtms	
Ézs 9:13	9:13	9:13	MT	tvtms	
Ézs 9:14	9:14	9:14	MT	tvtms	
Ézs 9:15	9:15	9:15	MT	tvtms	
Ézs 9:16	9:16	9:16	MT	tvtms	
Ézs 9:17	9:17	9:17	MT	tvtms	
Ézs 9:18	9:18	9:18	MT	tvtms	
Ézs 9:19	9:19	9:19	MT	tvtms	
Ézs 9:20	9:20	9:20	MT	tvtms	
Ézs 10:1	10:1		KJV	szamlalas	
Ézs 10:2	10:2		KJV	szamlalas	
Ézs 10:3	10:3		KJV	szamlalas	
Ézs 10:4	10:4		KJV	szamlalas	
Ézs 10:5	10:5		KJV	szamlalas	
Ézs 10:6	10:6		KJV	szamlalas	
Ézs 10:7	10:7		KJV	szamlalas	
Ézs 10:8	10:8		KJV	szamlalas	
Ézs 10:9	10:9		KJV	szamlalas	
Ézs 10:10	10:10		KJV	szamlalas	
Ézs 10:11	10:11		KJV	szamlalas	
Ézs 10:12	10:12		KJV	szamlalas	
Ézs 10:13	10:13		KJV	szamlalas	
Ézs 10:14	10:14		KJV	szamlalas	
Ézs 10:15	10:15		KJV	szamlalas	
Ézs 10:16	10:16		KJV	szamlalas	
Ézs 10:17	10:17		KJV	szamlalas	
Ézs 10:18	10:18		KJV	szamlalas	
Ézs 10:19	10:19		KJV	szamlalas	
Ézs 10:20	10:20		KJV	szamlalas	
Ézs 10:21	10:21		KJV	szamlalas	
Ézs 10:22	10:22		KJV	szamlalas	
Ézs 10:23	10:23		KJV	szamlalas	
Ézs 10:24	10:24		KJV	szamlalas	
Ézs 10:25	10:25		KJV	szamlalas	
Ézs 10:26	10:26		KJV	szamlalas	
Ézs 10:27	10:27		KJV	szamlalas	
Ézs 10:28	10:28		KJV	szamlalas	
Ézs 10:29	10:29		KJV	szamlalas	
Ézs 10:30	10:30		KJV	szamlalas	
Ézs 10:31	10:31		KJV	szamlalas	
Ézs 10:32	10:32		KJV	szamlalas	
Ézs 10:33	10:33		KJV	szamlalas	
Ézs 10:34	10:34		KJV	szamlalas	
Ézs 11:1	11:1		KJV	szamlalas	
Ézs 11:2	11:2		KJV	szamlalas	
Ézs 11:3	11:3		KJV	szamlalas	
Ézs 11:4	11:4		KJV	szamlalas	
Ézs 11:5	11:5		KJV	szamlalas	
Ézs 11:6	11:6		KJV	szamlalas	
Ézs 11:7	11:7		KJV	szamlalas	
Ézs 11:8	11:8		KJV	szamlalas	
Ézs 11:9	11:9		KJV	szamlalas	
Ézs 11:10	11:10		KJV	szamlalas	
Ézs 11:11	11:11		KJV	szamlalas	
Ézs 11:12	11:12		KJV	szamlalas	
Ézs 11:13	11:13		KJV	szamlalas	
Ézs 11:14	11:14		KJV	szamlalas	
Ézs 11:15	11:15		KJV	szamlalas	
Ézs 11:16	11:16		KJV	szamlalas	
Ézs 12:1	12:1		KJV	szamlalas	
Ézs 12:2	12:2		KJV	szamlalas	
Ézs 12:3	12:3		KJV	szamlalas	
Ézs 12:4	12:4		KJV	szamlalas	
Ézs 12:5	12:5		KJV	szamlalas	
Ézs 12:6	12:6		KJV	szamlalas	
Ézs 13:1	13:1		KJV	szamlalas	
Ézs 13:2	13:2		KJV	szamlalas	
Ézs 13:3	13:3		KJV	szamlalas	
Ézs 13:4	13:4		KJV	szamlalas	
Ézs 13:5	13:5		KJV	szamlalas	
Ézs 13:6	13:6		KJV	szamlalas	
Ézs 13:7	13:7		KJV	szamlalas	
Ézs 13:8	13:8		KJV	szamlalas	
Ézs 13:9	13:9		KJV	szamlalas	
Ézs 13:10	13:10		KJV	szamlalas	
Ézs 13:11	13:11		KJV	szamlalas	
Ézs 13:12	13:12		KJV	szamlalas	
Ézs 13:13	13:13		KJV	szamlalas	
Ézs 13:14	13:14		KJV	szamlalas	
Ézs 13:15	13:15		KJV	szamlalas	
Ézs 13:16	13:16		KJV	szamlalas	
Ézs 13:17	13:17		KJV	szamlalas	
Ézs 13:18	13:18		KJV	szamlalas	
Ézs 13:19	13:19		KJV	szamlalas	
Ézs 13:20	13:20		KJV	szamlalas	
Ézs 13:21	13:21		KJV	szamlalas	
Ézs 13:22	13:22		KJV	szamlalas	
Ézs 14:1	14:1		KJV	szamlalas	
Ézs 14:2	14:2		KJV	szamlalas	
Ézs 14:3	14:3		KJV	szamlalas	
Ézs 14:4	14:4		KJV	szamlalas	
Ézs 14:5	14:5		KJV	szamlalas	
Ézs 14:6	14:6		KJV	szamlalas	
Ézs 14:7	14:7		KJV	szamlalas	
Ézs 14:8	14:8		KJV	szamlalas	
Ézs 14:9	14:9		KJV	szamlalas	
Ézs 14:10	14:10		KJV	szamlalas	
Ézs 14:11	14:11		KJV	szamlalas	
Ézs 14:12	14:12		KJV	szamlalas	
Ézs 14:13	14:13		KJV	szamlalas	
Ézs 14:14	14:14		KJV	szamlalas	
Ézs 14:15	14:15		KJV	szamlalas	
Ézs 14:16	14:16		KJV	szamlalas	
Ézs 14:17	14:17		KJV	szamlalas	
Ézs 14:18	14:18		KJV	szamlalas	
Ézs 14:19	14:19		KJV	szamlalas	
Ézs 14:20	14:20		KJV	szamlalas	
Ézs 14:21	14:21		KJV	szamlalas	
Ézs 14:22	14:22		KJV	szamlalas	
Ézs 14:23	14:23		KJV	szamlalas	
Ézs 14:24	14:24		KJV	szamlalas	
Ézs 14:25	14:25		KJV	szamlalas	
Ézs 14:26	14:26		KJV	szamlalas	
Ézs 14:27	14:27		KJV	szamlalas	
Ézs 14:28	14:28		KJV	szamlalas	
Ézs 14:29	14:29		KJV	szamlalas	
Ézs 14:30	14:30		KJV	szamlalas	
Ézs 14:31	14:31		KJV	szamlalas	
Ézs 14:32	14:32		KJV	szamlalas	
Ézs 15:1	15:1		KJV	szamlalas	
Ézs 15:2	15:2		KJV	szamlalas	
Ézs 15:3	15:3		KJV	szamlalas	
Ézs 15:4	15:4		KJV	szamlalas	
Ézs 15:5	15:5		KJV	szamlalas	
Ézs 15:6	15:6		KJV	szamlalas	
Ézs 15:7	15:7		KJV	szamlalas	
Ézs 15:8	15:8		KJV	szamlalas	
Ézs 15:9	15:9		KJV	szamlalas	
Ézs 16:1	16:1		KJV	szamlalas	
Ézs 16:2	16:2		KJV	szamlalas	
Ézs 16:3	16:3		KJV	szamlalas	
Ézs 16:4	16:4		KJV	szamlalas	
Ézs 16:5	16:5		KJV	szamlalas	
Ézs 16:6	16:6		KJV	szamlalas	
Ézs 16:7	16:7		KJV	szamlalas	
Ézs 16:8	16:8		KJV	szamlalas	
Ézs 16:9	16:9		KJV	szamlalas	
